1.4.9 French Caribbean	2.2.1.3.24.25	1.4.9 French Caribbean
Fresh pigeon peas	5.4.1.4.2.3	Fresh pigeon peas
Fresh pigeon peas	5.4.2.2.2.19	Fresh pigeon peas
Fresh pigeon peas	5.4.2.4.2.20	Fresh pigeon peas
Fresh piment d'Espelette	2.3.4.2.2.1	Fresh piment d'Espelette
Fresh pollen	2.3.2.1.19.7	Fresh pollen
Fresh pollen	2.3.2.2.19.6	Fresh pollen
Fresh pollen	2.3.2.3.19.8	Fresh pollen
Fresh pollen	2.3.3.2.19.4	Fresh pollen
Fresh pollen	2.3.4.1.19.5	Fresh pollen
Fresh pollen	2.3.4.2.19.3	Fresh pollen
Fresh pollen	2.3.4.3.19.6	Fresh pollen
Fresh pollen	2.3.4.4.19.5	Fresh pollen
Fresh pollen	2.3.5.1.19.4	Fresh pollen
Fresh pollen	2.3.5.2.19.5	Fresh pollen
Fresh pollen	2.3.5.3.19.4	Fresh pollen
Fresh pollen	2.3.6.1.19.7	Fresh pollen
Fresh pollen	2.3.6.3.19.9	Fresh pollen
Fresh pollen	2.3.6.4.19.14	Fresh pollen
fresh pork	2.6.1.3.6.2	fresh pork
fresh pork	2.6.5.1.6.4	fresh pork
fresh pork	6.2.3.2.6.1	fresh pork
Fresh pork sausage	2.3.4.3.6.2	Fresh pork sausage
Fresh pork sausage	2.3.5.3.6.4	Fresh pork sausage
Fresh pork sausage	2.3.6.1.6.11	Fresh pork sausage
fresh prawns	3.4.6.3.6.12	fresh prawns
fresh prawns	7.2.4.2.6.3	fresh prawns
fresh qingcaitou mustard	6.4.1.2.2.2	fresh qingcaitou mustard
fresh raspberries	2.1.2.3.17.5	fresh raspberries
fresh raspberries	2.1.2.4.17.7	fresh raspberries
fresh raw milk	2.8.1.4.11.2	fresh raw milk
Fresh red chili	7.5.1.1.17.4	Fresh red chili
Fresh red chili	7.5.1.2.17.4	Fresh red chili
fresh red chili	3.4.6.5.17.4	fresh red chili
fresh red chili	3.4.6.6.17.4	fresh red chili
fresh red chili	6.4.1.1.2.30	fresh red chili
fresh red chili	6.4.1.2.2.6	fresh red chili
fresh red chili	6.4.1.3.2.6	fresh red chili
fresh red chili	6.4.1.3.9.9	fresh red chili
fresh red chili	6.4.2.1.9.6	fresh red chili
fresh red chili	6.4.2.2.2.16	fresh red chili
fresh red chili	6.4.2.2.9.6	fresh red chili
fresh red chili	6.4.2.3.9.8	fresh red chili
fresh red chili	6.4.2.4.2.3	fresh red chili
fresh red chili	6.4.2.4.9.7	fresh red chili
fresh red chili	6.4.3.1.2.3	fresh red chili
fresh red chili	6.4.3.1.9.8	fresh red chili
fresh red chili	6.4.3.2.2.7	fresh red chili
fresh red chili	6.4.3.2.9.7	fresh red chili
fresh red chili	6.4.3.3.2.3	fresh red chili
fresh red chili	6.4.3.3.9.8	fresh red chili
fresh red chili	6.4.4.1.2.3	fresh red chili
fresh red chili	6.4.4.1.9.8	fresh red chili
fresh red chili	6.4.4.2.9.6	fresh red chili
fresh red chili	6.4.4.3.9.8	fresh red chili
fresh red chili	6.4.4.4.9.7	fresh red chili
fresh red chili	6.4.5.1.9.8	fresh red chili
fresh red chili	6.4.5.2.2.3	fresh red chili
fresh red chili	6.4.5.2.9.7	fresh red chili
fresh red chili	6.4.5.3.9.10	fresh red chili
fresh red chili	6.4.5.4.2.19	fresh red chili
fresh red chili	6.4.5.4.9.8	fresh red chili
fresh red chili pepper	6.1.4.3.2.8	fresh red chili pepper
Fresh red chili peppers	3.8.1.1.2.10	Fresh red chili peppers
Fresh red chili peppers	3.8.1.1.9.5	Fresh red chili peppers
Fresh red chili peppers	3.8.1.2.2.15	Fresh red chili peppers
Fresh red chili peppers	3.8.1.2.9.6	Fresh red chili peppers
Fresh red chili peppers	3.8.1.3.2.11	Fresh red chili peppers
Fresh red chili peppers	3.8.1.3.9.6	Fresh red chili peppers
Fresh red chili peppers	3.8.1.4.2.8	Fresh red chili peppers
Fresh red chili peppers	3.8.1.4.9.6	Fresh red chili peppers
Fresh red chili peppers	3.8.2.1.17.3	Fresh red chili peppers
Fresh red chili peppers	3.8.2.1.9.6	Fresh red chili peppers
Fresh red chili peppers	3.8.2.2.17.4	Fresh red chili peppers
Fresh red chili peppers	3.8.2.2.9.8	Fresh red chili peppers
Fresh red chili peppers	3.8.3.2.9.8	Fresh red chili peppers
Fresh red chili peppers	3.8.3.3.17.3	Fresh red chili peppers
Fresh red chili peppers	3.8.3.3.2.11	Fresh red chili peppers
Fresh red chili peppers	3.8.3.3.9.8	Fresh red chili peppers
Fresh red chili peppers	3.8.5.1.2.11	Fresh red chili peppers
Fresh red chili peppers	3.8.5.1.9.5	Fresh red chili peppers
Fresh red chili peppers	3.8.5.2.2.12	Fresh red chili peppers
Fresh red chili peppers	3.8.5.2.9.5	Fresh red chili peppers
Fresh red chili peppers	3.8.5.3.9.5	Fresh red chili peppers
Fresh red chilies	3.6.1.1.2.12	Fresh red chilies
fresh red chilies	6.2.3.3.8.1	fresh red chilies
fresh red chilies	6.2.3.4.8.1	fresh red chilies
fresh red chilies	7.1.6.1.8.3	fresh red chilies
fresh red chilies	7.1.6.2.8.3	fresh red chilies
fresh red chillies	7.2.1.1.8.1	fresh red chillies
fresh red chillies	7.2.1.2.8.2	fresh red chillies
fresh red chillies	7.2.1.4.8.2	fresh red chillies
fresh red chillies	7.2.2.1.8.2	fresh red chillies
fresh red chillies	7.2.2.2.8.2	fresh red chillies
fresh red chillies	7.2.2.3.8.2	fresh red chillies
fresh red chillies	7.2.3.1.2.22	fresh red chillies
fresh red chillies	7.2.3.1.8.1	fresh red chillies
fresh red chillies	7.2.3.2.2.14	fresh red chillies
fresh red chillies	7.2.3.2.8.1	fresh red chillies
fresh red chillies	7.2.3.3.2.8	fresh red chillies
fresh red chillies	7.2.3.3.8.2	fresh red chillies
fresh red chillies	7.2.4.1.2.17	fresh red chillies
fresh red chillies	7.2.4.1.8.2	fresh red chillies
fresh red chillies	7.2.4.2.2.19	fresh red chillies
fresh red chillies	7.2.4.2.8.2	fresh red chillies
fresh red chillies	7.2.4.3.2.11	fresh red chillies
fresh red chillies	7.2.4.3.8.2	fresh red chillies
fresh red chillies	7.2.4.3.9.8	fresh red chillies
fresh red chillies	7.2.4.4.2.9	fresh red chillies
fresh red chillies	7.2.4.4.8.3	fresh red chillies
fresh red pepper	4.1.5.1.2.10	fresh red pepper
fresh red pepper	4.1.5.1.9.8	fresh red pepper
fresh red pepper	4.1.5.2.2.3	fresh red pepper
Fresh reef fish	1.4.7.1.6.14	Fresh reef fish
fresh rice cakes	7.1.8.2.18.12	fresh rice cakes
fresh rice noodles	6.3.2.4.1.6	fresh rice noodles
fresh rice noodles	6.4.2.1.1.4	fresh rice noodles
fresh rice noodles	6.4.2.2.1.4	fresh rice noodles
fresh rice noodles	6.4.2.3.1.9	fresh rice noodles
fresh rice noodles	6.4.2.4.1.7	fresh rice noodles
fresh rice noodles	6.4.3.1.1.7	fresh rice noodles
fresh rice noodles	6.4.3.2.1.8	fresh rice noodles
fresh rice noodles	6.4.3.3.1.9	fresh rice noodles
fresh rice noodles	7.1.3.3.1.7	fresh rice noodles
fresh rice noodles	7.1.5.2.1.6	fresh rice noodles
fresh rice noodles	7.1.5.3.1.6	fresh rice noodles
fresh rice sheets	7.1.8.1.1.7	fresh rice sheets
fresh rice sheets	7.1.8.2.1.8	fresh rice sheets
fresh rice sheets	7.1.8.2.23.4	fresh rice sheets
fresh rice sheets	7.1.8.4.1.8	fresh rice sheets
fresh rice sheets	7.1.8.4.23.7	fresh rice sheets
fresh rice sheets	7.1.9.1.1.9	fresh rice sheets
fresh rice sheets	7.1.9.1.23.3	fresh rice sheets
fresh rice sheets	7.1.9.2.1.10	fresh rice sheets
fresh rice sheets	7.1.9.2.23.2	fresh rice sheets
fresh rice sheets	7.1.9.3.1.8	fresh rice sheets
fresh rice sheets	7.1.9.3.23.2	fresh rice sheets
fresh rice vermicelli	7.1.9.1.1.6	fresh rice vermicelli
fresh rice vermicelli	7.1.9.2.1.7	fresh rice vermicelli
fresh rice vermicelli	7.1.9.3.1.6	fresh rice vermicelli
Fresh river fish	3.5.3.1.6.4	Fresh river fish
Fresh river fish	3.5.4.3.6.1	Fresh river fish
fresh river fish	6.2.2.2.6.14	fresh river fish
fresh rose petals	6.4.4.1.7.4	fresh rose petals
fresh rutab dates	4.4.3.1.18.1	fresh rutab dates
Fresh sardines	2.3.6.2.6.3	Fresh sardines
fresh saskatoon berries	1.1.7.4.17.10	fresh saskatoon berries
Fresh sausages	3.8.3.1.6.5	Fresh sausages
Fresh sausages	3.8.3.2.6.8	Fresh sausages
fresh scallops	3.4.4.4.6.8	fresh scallops
fresh scotch bonnet	3.4.6.1.17.3	fresh scotch bonnet
fresh scotch bonnet	3.4.6.2.17.6	fresh scotch bonnet
fresh scotch bonnet	3.4.6.3.17.5	fresh scotch bonnet
fresh scotch bonnet	3.4.6.4.17.3	fresh scotch bonnet
fresh scotch bonnet	3.4.6.5.17.3	fresh scotch bonnet
fresh scotch bonnet	3.4.6.6.17.3	fresh scotch bonnet
Fresh scraped coconut	5.8.1.1.11.5	Fresh scraped coconut
fresh sea buckthorn berries	8.2.2.2.17.4	fresh sea buckthorn berries
fresh seaweed	7.2.4.4.2.2	fresh seaweed
Fresh sheep cheese	2.2.8.1.11.10	Fresh sheep cheese
Fresh sheep cheese	2.2.8.3.11.3	Fresh sheep cheese
Fresh sheep cheese	2.3.6.4.11.9	Fresh sheep cheese
fresh sheep cheese	2.6.2.4.11.7	fresh sheep cheese
fresh sheep cheese	2.6.3.3.11.6	fresh sheep cheese
fresh sheep cheese	2.6.5.3.11.6	fresh sheep cheese
fresh sheep cheese	2.8.4.2.11.8	fresh sheep cheese
fresh sheep cheese	4.4.1.3.11.9	fresh sheep cheese
Fresh sheep's cheese	2.3.6.2.11.6	Fresh sheep's cheese
Fresh sheep's cheese	2.3.6.3.11.6	Fresh sheep's cheese
Fresh shell beans	1.1.1.1.4.5	Fresh shell beans
fresh shelled beans	1.1.6.3.4.12	fresh shelled beans
fresh shiitake	6.7.6.5.2.28	fresh shiitake
fresh shiitake	6.7.6.5.9.12	fresh shiitake
fresh shrimp	7.1.4.3.6.6	fresh shrimp
Fresh Sinai oregano	3.2.1.5.17.4	Fresh Sinai oregano
Fresh Sinai thyme	3.2.1.5.17.3	Fresh Sinai thyme
Fresh soft cow cheese	2.2.8.1.11.4	Fresh soft cow cheese
fresh soybean	6.2.2.2.2.5	fresh soybean
fresh soybean	6.2.2.2.4.3	fresh soybean
fresh soybeans	6.1.1.1.4.4	fresh soybeans
Fresh spring onions	7.4.4.4.17.2	Fresh spring onions
fresh strawberries	2.1.2.4.17.6	fresh strawberries
fresh strawberries	7.2.1.3.17.4	fresh strawberries
fresh sweet corn	6.1.3.2.1.9	fresh sweet corn
fresh sweet corn	6.1.3.3.1.10	fresh sweet corn
fresh sweet corn	6.1.4.2.1.18	fresh sweet corn
fresh sweet corn	6.1.4.3.1.13	fresh sweet corn
fresh sweet corn	6.4.4.2.1.9	fresh sweet corn
fresh sweet corn	6.4.4.3.1.10	fresh sweet corn
Fresh tamarind juice	3.8.4.2.20.4	Fresh tamarind juice
Fresh taro leaves	7.4.3.4.18.4	Fresh taro leaves
fresh tarragon	4.2.1.1.17.6	fresh tarragon
fresh tarragon	4.2.1.2.17.3	fresh tarragon
fresh tarragon	4.2.1.3.17.4	fresh tarragon
fresh tarragon	4.2.2.1.17.1	fresh tarragon
fresh tarragon	4.2.2.3.17.1	fresh tarragon
fresh tarragon	4.2.2.4.17.2	fresh tarragon
Fresh thyme	1.3.1.4.7.6	Fresh thyme
Fresh thyme	1.4.4.2.17.2	Fresh thyme
Fresh thyme	1.4.4.3.17.2	Fresh thyme
Fresh thyme	1.4.4.4.17.2	Fresh thyme
Fresh thyme	1.4.6.3.17.3	Fresh thyme
Fresh thyme	1.4.7.1.17.3	Fresh thyme
Fresh thyme	1.4.7.2.17.3	Fresh thyme
Fresh thyme	1.4.7.4.17.3	Fresh thyme
Fresh thyme	1.4.8.2.17.3	Fresh thyme
fresh thyme	4.1.1.1.7.7	fresh thyme
fresh thyme	4.1.2.3.17.8	fresh thyme
fresh thyme	4.1.5.1.19.3	fresh thyme
fresh thyme	4.1.5.4.19.2	fresh thyme
fresh thyme	4.1.5.4.7.2	fresh thyme
fresh thyme	4.2.2.2.17.4	fresh thyme
fresh thyme	4.2.2.4.17.1	fresh thyme
fresh thyme leaves	5.2.3.4.17.5	fresh thyme leaves
fresh toddy	9.4.5.1.15.2	fresh toddy
fresh toddy	9.4.5.1.16.6	fresh toddy
fresh toddy	9.4.5.1.20.1	fresh toddy
fresh toddy	9.4.5.2.15.2	fresh toddy
fresh toddy	9.4.5.2.16.6	fresh toddy
fresh toddy	9.4.5.2.20.1	fresh toddy
fresh tofu	6.1.3.4.11.4	fresh tofu
fresh tofu	6.1.3.4.6.22	fresh tofu
fresh tofu	6.2.1.1.11.2	fresh tofu
fresh tofu	6.2.1.2.11.2	fresh tofu
fresh tofu	6.2.1.3.11.2	fresh tofu
fresh tofu	6.2.3.3.11.2	fresh tofu
fresh tofu	6.2.4.1.11.2	fresh tofu
fresh tofu	6.2.4.3.11.2	fresh tofu
fresh tofu	6.2.4.4.11.2	fresh tofu
fresh tofu	6.3.1.1.11.6	fresh tofu
fresh tofu	6.3.1.2.11.5	fresh tofu
fresh tofu	6.4.1.1.11.2	fresh tofu
fresh tofu	6.4.1.2.11.2	fresh tofu
fresh tofu	6.4.1.3.11.2	fresh tofu
fresh tofu	6.4.2.1.11.6	fresh tofu
fresh tofu	6.4.2.3.11.2	fresh tofu
fresh tofu	6.4.2.4.11.2	fresh tofu
fresh tofu	6.4.3.1.11.2	fresh tofu
fresh tofu	6.4.3.2.11.2	fresh tofu
fresh tofu	6.4.3.3.11.2	fresh tofu
fresh tofu	7.1.7.2.11.2	fresh tofu
fresh tofu skin	6.2.3.1.23.4	fresh tofu skin
fresh tofu skin	6.2.3.3.23.3	fresh tofu skin
fresh tomato	3.4.1.2.9.4	fresh tomato
fresh tomato	3.4.1.4.9.4	fresh tomato
fresh tomato	4.1.1.1.9.8	fresh tomato
fresh tomato	4.1.1.3.9.5	fresh tomato
fresh tomato	6.4.4.1.2.1	fresh tomato
fresh tomato	6.4.4.1.9.6	fresh tomato
fresh tomato	6.4.4.2.9.4	fresh tomato
fresh tomato	6.4.4.3.2.2	fresh tomato
fresh tomato	6.4.4.3.9.6	fresh tomato
fresh tomato	6.4.4.4.2.8	fresh tomato
fresh tomato	6.4.4.4.9.5	fresh tomato
fresh tomato	6.4.5.1.9.6	fresh tomato
fresh tomato	6.4.5.2.2.5	fresh tomato
fresh tomato	6.4.5.2.9.6	fresh tomato
fresh tomato	6.4.5.3.2.7	fresh tomato
fresh tomato	6.4.5.3.9.8	fresh tomato
fresh tomato	6.4.5.4.2.17	fresh tomato
fresh tomato	6.4.5.4.9.6	fresh tomato
Fresh tomatoes	3.5.4.4.2.14	Fresh tomatoes
Fresh tomatoes	3.5.4.6.2.7	Fresh tomatoes
fresh tomatoes	4.4.1.1.9.4	fresh tomatoes
fresh tomatoes	4.6.2.1.9.5	fresh tomatoes
Fresh tome	2.3.2.3.11.5	Fresh tome
Fresh toovar dana	5.4.1.4.4.3	Fresh toovar dana
Fresh tortillas	1.3.2.4.23.4	Fresh tortillas
Fresh tortillas	1.3.3.2.23.4	Fresh tortillas
Fresh tortillas	1.3.3.3.23.4	Fresh tortillas
Fresh tortillas	1.3.3.4.23.4	Fresh tortillas
fresh tree pepper	6.4.1.4.2.16	fresh tree pepper
Fresh trout	2.3.2.1.6.10	Fresh trout
Fresh truffle slices	2.3.4.4.17.3	Fresh truffle slices
Fresh turmeric	5.4.1.4.19.2	Fresh turmeric
Fresh turmeric	5.4.1.4.2.17	Fresh turmeric
Fresh turmeric	5.4.1.4.8.5	Fresh turmeric
Fresh turmeric	5.6.2.3.8.9	Fresh turmeric
Fresh turmeric	5.6.3.2.8.9	Fresh turmeric
fresh turmeric	1.1.12.1.19.4	fresh turmeric
fresh turmeric	1.1.12.2.19.4	fresh turmeric
fresh turmeric	1.1.12.2.2.45	fresh turmeric
fresh turmeric	1.1.12.3.19.4	fresh turmeric
fresh turmeric	1.1.12.3.2.40	fresh turmeric
fresh turmeric	1.1.12.4.19.3	fresh turmeric
fresh turmeric	1.1.12.4.2.31	fresh turmeric
fresh turmeric	7.1.4.1.19.1	fresh turmeric
fresh turmeric	7.1.4.1.2.8	fresh turmeric
fresh turmeric	7.1.4.1.8.7	fresh turmeric
fresh turmeric	7.1.4.1.9.3	fresh turmeric
fresh turmeric	7.1.4.2.19.2	fresh turmeric
fresh turmeric	7.1.4.2.7.11	fresh turmeric
fresh turmeric	7.1.4.2.9.7	fresh turmeric
fresh turmeric	7.1.4.3.8.5	fresh turmeric
fresh turmeric	7.1.4.3.9.7	fresh turmeric
fresh turmeric	7.2.1.1.8.5	fresh turmeric
fresh turmeric	7.2.1.1.9.7	fresh turmeric
fresh turmeric	7.2.1.2.19.3	fresh turmeric
fresh turmeric	7.2.1.2.2.20	fresh turmeric
fresh turmeric	7.2.1.2.8.4	fresh turmeric
fresh turmeric	7.2.1.2.9.7	fresh turmeric
fresh turmeric	7.2.1.4.8.4	fresh turmeric
fresh turmeric	7.2.1.4.9.8	fresh turmeric
fresh turmeric	7.2.2.2.2.18	fresh turmeric
fresh turmeric	7.2.2.2.8.5	fresh turmeric
fresh turmeric	7.2.2.2.9.6	fresh turmeric
fresh turmeric	7.2.2.3.8.4	fresh turmeric
fresh turmeric	7.2.2.3.9.8	fresh turmeric
fresh turmeric	7.2.4.1.8.4	fresh turmeric
fresh turmeric	7.2.4.1.9.6	fresh turmeric
fresh turmeric	7.2.4.2.8.4	fresh turmeric
fresh turmeric	7.2.4.2.9.7	fresh turmeric
fresh turmeric	7.2.4.3.19.2	fresh turmeric
fresh turmeric	7.2.4.3.8.6	fresh turmeric
fresh turmeric	7.2.4.3.9.6	fresh turmeric
Fresh turmeric pickle	5.4.2.3.14.5	Fresh turmeric pickle
Fresh turmeric pickle	5.4.2.4.14.5	Fresh turmeric pickle
Fresh turmeric rhizome	5.4.1.4.18.8	Fresh turmeric rhizome
fresh unsalted cheese	4.1.1.2.11.7	fresh unsalted cheese
fresh unsalted cheese	4.1.3.3.11.8	fresh unsalted cheese
fresh vine leaves	2.7.1.1.23.4	fresh vine leaves
Fresh violet flowers	2.3.4.3.7.4	Fresh violet flowers
fresh water	1.1.12.5.16.4	fresh water
fresh water	6.1.1.1.16.1	fresh water
fresh water	6.1.1.2.16.1	fresh water
fresh water	6.1.1.3.16.1	fresh water
fresh water	6.1.2.3.16.1	fresh water
fresh water	6.1.3.2.16.1	fresh water
fresh water	6.1.3.3.16.1	fresh water
fresh water	6.1.4.1.16.1	fresh water
fresh water seaweed	7.1.1.3.18.4	fresh water seaweed
fresh well water	9.4.2.3.16.5	fresh well water
fresh wet alkaline noodles	6.2.3.1.1.8	fresh wet alkaline noodles
fresh wet alkaline noodles	6.2.3.1.18.13	fresh wet alkaline noodles
fresh wheat noodles	6.1.1.1.1.2	fresh wheat noodles
fresh wheat noodles	6.3.4.1.1.11	fresh wheat noodles
fresh wheat noodles	6.4.1.1.1.6	fresh wheat noodles
fresh wheat noodles	6.4.2.1.1.9	fresh wheat noodles
fresh wheat noodles	6.4.2.3.1.12	fresh wheat noodles
fresh wheat noodles	6.4.3.1.1.13	fresh wheat noodles
fresh wheat noodles	6.4.3.3.1.14	fresh wheat noodles
fresh wheat noodles	6.4.4.2.1.14	fresh wheat noodles
fresh wheat noodles	6.4.4.3.1.14	fresh wheat noodles
fresh wheat noodles	6.4.4.4.1.14	fresh wheat noodles
fresh wheat noodles	6.4.5.1.1.10	fresh wheat noodles
fresh wheat noodles	6.4.5.2.1.8	fresh wheat noodles
fresh wheat noodles	6.4.5.3.1.10	fresh wheat noodles
fresh wheat noodles	6.4.5.4.1.9	fresh wheat noodles
Fresh white beans	2.3.4.2.4.2	Fresh white beans
Fresh white beans	2.3.4.3.4.5	Fresh white beans
Fresh white beans	2.3.5.3.4.5	Fresh white beans
Fresh white beans	2.3.6.1.4.3	Fresh white beans
Fresh white beans	2.3.6.2.4.3	Fresh white beans
Fresh white beans	2.3.6.3.4.3	Fresh white beans
Fresh white beans	2.3.6.4.4.4	Fresh white beans
fresh white cheese	4.1.4.2.11.10	fresh white cheese
fresh white cheese	4.1.5.2.11.9	fresh white cheese
fresh white cheese	4.1.5.4.11.11	fresh white cheese
fresh wild mint	3.7.1.7.17.1	fresh wild mint
Fresh yeast	5.4.3.1.22.2	Fresh yeast
fresh yeast	2.3.7.1.22.1	fresh yeast
fresh yeast	2.3.7.2.22.1	fresh yeast
fresh yeast	2.3.7.3.22.1	fresh yeast
fresh yeast	2.3.8.1.22.1	fresh yeast
fresh yeast	2.3.8.3.22.1	fresh yeast
fresh yeast	2.3.9.1.22.1	fresh yeast
fresh yeast	2.3.9.2.22.1	fresh yeast
fresh yeast	4.1.3.3.22.3	fresh yeast
fresh yeast	6.1.1.2.22.1	fresh yeast
fresh yeast	6.1.2.2.22.2	fresh yeast
fresh yeast	6.1.2.3.22.2	fresh yeast
fresh yeast	6.1.4.1.22.2	fresh yeast
fresh yeast	6.1.4.2.22.2	fresh yeast
fresh yeast	6.1.4.3.22.2	fresh yeast
fresh yeast	6.1.4.4.22.2	fresh yeast
fresh yellow贡 peppers	6.2.3.3.2.26	fresh yellow贡 peppers
fresh yogurt	2.6.7.1.11.3	fresh yogurt
Fresh zebu milk	3.8.1.3.11.1	Fresh zebu milk
Fresh zebu milk	3.8.1.4.11.1	Fresh zebu milk
fresh zumbani	3.7.4.1.17.3	fresh zumbani
fresh zumbani	3.7.5.1.17.3	fresh zumbani
fresh zumbani	3.7.5.2.17.3	fresh zumbani
fresh zumbani	3.7.5.3.17.3	fresh zumbani
fresh-frozen chir	8.2.3.1.14.1	fresh-frozen chir
fresh-frozen foal meat	8.2.3.1.14.4	fresh-frozen foal meat
fresh-frozen muksun	8.2.3.1.14.2	fresh-frozen muksun
fresh-frozen nelma	8.2.3.1.14.3	fresh-frozen nelma
Fresh-pressed Åland apple juice	2.9.4.1.18.10	Fresh-pressed Åland apple juice
Fresh-pressed apple juice	2.9.4.1.16.1	Fresh-pressed apple juice
Fresh-pressed apple juice	2.9.4.1.20.1	Fresh-pressed apple juice
fresh-salted salmon	2.8.7.5.14.6	fresh-salted salmon
Freshly ground Pepe della Vallemaggia	2.5.4.3.17.17	Freshly ground Pepe from Vallemaggia
freshwater basket clams	7.1.8.2.6.17	freshwater basket clams
Freshwater bass	1.1.1.2.6.17	Freshwater bass
freshwater bass	2.7.1.5.6.17	freshwater bass
freshwater carp	6.2.3.2.6.9	freshwater carp
Freshwater clams	7.4.3.4.6.20	Freshwater clams
freshwater cod	6.6.1.3.6.12	freshwater cod
Freshwater crab	5.7.1.1.18.3	Freshwater crab
Freshwater crab	5.7.1.1.6.18	Freshwater crab
freshwater crab	6.2.3.3.6.13	freshwater crab
freshwater crab	7.1.7.1.6.21	freshwater crab
Freshwater crabs	7.4.1.3.6.13	Freshwater crabs
Freshwater crabs	7.4.3.4.6.21	Freshwater crabs
Freshwater crayfish	9.1.1.4.6.15	Freshwater crayfish
freshwater crayfish	7.3.7.2.6.7	freshwater crayfish
Freshwater crocodile	9.1.5.2.6.14	Freshwater crocodile
Freshwater drum	1.1.3.5.6.8	Freshwater drum
freshwater drum	1.1.6.1.6.13	freshwater drum
freshwater drum	1.1.6.4.6.15	freshwater drum
freshwater drum	1.1.6.5.6.14	freshwater drum
Freshwater eel	3.5.2.2.6.10	Freshwater eel
Freshwater eel	3.5.5.3.6.8	Freshwater eel
Freshwater eel	7.4.3.4.6.17	Freshwater eel
Freshwater eel	7.4.4.1.6.15	Freshwater eel
freshwater eel	6.2.1.4.6.9	freshwater eel
freshwater eel	6.3.1.2.6.17	freshwater eel
freshwater eel	6.3.4.1.6.16	freshwater eel
freshwater eel	6.6.2.2.6.8	freshwater eel
freshwater eel	9.5.5.2.6.22	freshwater eel
Freshwater fish	3.5.1.3.6.1	Freshwater fish
Freshwater fish	3.5.3.2.6.1	Freshwater fish
Freshwater fish	3.5.3.4.6.1	Freshwater fish
Freshwater fish	3.5.4.1.6.2	Freshwater fish
Freshwater fish	3.5.4.2.6.2	Freshwater fish
Freshwater fish	3.5.4.4.6.2	Freshwater fish
Freshwater fish	3.5.5.1.6.1	Freshwater fish
Freshwater fish	3.5.5.3.6.1	Freshwater fish
Freshwater fish	3.8.1.1.6.6	Freshwater fish
Freshwater fish	3.8.1.2.6.2	Freshwater fish
Freshwater fish	3.8.1.3.6.5	Freshwater fish
Freshwater fish	5.4.1.3.6.5	Freshwater fish
Freshwater fish	5.4.2.2.6.6	Freshwater fish
Freshwater fish	5.4.2.3.6.6	Freshwater fish
Freshwater fish	5.4.2.4.6.10	Freshwater fish
Freshwater fish	5.4.4.2.6.5	Freshwater fish
Freshwater fish	5.4.4.3.6.8	Freshwater fish
Freshwater fish	5.4.4.4.6.6	Freshwater fish
Freshwater fish	5.4.5.1.6.7	Freshwater fish
Freshwater fish	5.4.5.3.6.6	Freshwater fish
Freshwater fish	5.5.2.4.6.1	Freshwater fish
Freshwater fish	5.5.5.3.6.6	Freshwater fish
Freshwater fish	5.7.1.1.6.7	Freshwater fish
Freshwater fish	5.7.1.3.6.6	Freshwater fish
Freshwater fish	5.7.2.3.6.6	Freshwater fish
Freshwater fish	6.5.2.1.6.10	Freshwater fish
Freshwater fish	9.3.1.1.6.5	Freshwater fish
Freshwater fish	9.3.1.2.6.1	Freshwater fish
freshwater fish	2.6.8.2.6.3	freshwater fish
freshwater fish	3.4.2.2.6.7	freshwater fish
freshwater fish	3.7.3.1.6.7	freshwater fish
freshwater fish	4.1.3.2.6.9	freshwater fish
freshwater fish	4.2.3.2.6.4	freshwater fish
freshwater fish	4.4.4.1.6.7	freshwater fish
freshwater fish	6.2.4.3.6.14	freshwater fish
freshwater fish	6.3.2.2.6.11	freshwater fish
freshwater fish	6.3.2.3.6.13	freshwater fish
freshwater fish	6.3.2.4.6.10	freshwater fish
freshwater fish	6.3.3.1.6.10	freshwater fish
freshwater fish	6.3.3.3.6.8	freshwater fish
freshwater fish	6.3.4.2.6.13	freshwater fish
freshwater fish	6.3.4.3.6.12	freshwater fish
freshwater fish	6.3.5.4.6.12	freshwater fish
freshwater fish	7.1.1.3.6.3	freshwater fish
freshwater fish	7.1.2.2.6.8	freshwater fish
freshwater fish	7.1.3.1.6.5	freshwater fish
freshwater fish	7.1.3.2.6.5	freshwater fish
freshwater fish	7.1.3.3.6.13	freshwater fish
freshwater fish	7.1.5.1.6.9	freshwater fish
freshwater fish	7.1.5.2.6.12	freshwater fish
freshwater fish	7.1.5.3.6.1	freshwater fish
freshwater fish	7.1.5.4.6.8	freshwater fish
freshwater fish ngapi	7.1.1.2.13.3	freshwater fish ngapi
freshwater kōura	9.2.1.1.6.22	freshwater gold
freshwater kōura	9.2.1.2.6.23	freshwater gold
freshwater kōura	9.2.1.3.6.7	freshwater gold
Freshwater mussel	9.1.1.2.6.7	Freshwater mussel
Freshwater mussel liquor	9.1.2.3.16.7	Freshwater mussel liquor
Freshwater mussels	5.7.1.1.18.2	Freshwater mussels
Freshwater mussels	5.7.1.1.6.19	Freshwater mussels
Freshwater mussels	9.1.1.3.6.3	Freshwater mussels
Freshwater mussels	9.1.2.3.18.6	Freshwater mussels
Freshwater mussels	9.1.2.3.6.5	Freshwater mussels
Freshwater mussels	9.1.5.2.6.6	Freshwater mussels
freshwater mussels	4.2.2.4.6.6	freshwater mussels
