1.4.3 Dominican	2.2.1.3.24.19
Dry beans	1.1.2.1.4.10
Dry beans	1.1.2.2.4.4
Dry beans	1.1.2.3.4.2
Dry beans	1.1.2.4.4.6
Dry beans	1.1.2.5.4.1
Dry beans	1.1.3.1.4.5
Dry beans	1.1.3.5.4.10
Dry beans	1.1.3.6.4.10
Dry beans	1.1.4.1.1.13
Dry beans	1.1.4.2.1.16
Dry beans	1.1.4.3.1.16
Dry beans	1.1.4.4.1.16
Dry beans	1.1.4.4.4.1
Dry beans	1.1.4.5.4.1
Dry beans	5.7.1.4.4.2
dry beans	1.1.10.3.4.4
dry beans	1.1.12.1.4.3
dry beans	1.1.13.3.4.11
dry beans	1.1.6.2.4.6
dry beans	1.1.6.3.4.11
dry beans	1.1.7.5.4.11
dry beans	2.6.1.1.4.2
dry beans	2.6.1.2.4.3
dry beans	2.6.1.3.4.2
dry beans	2.6.2.1.4.2
dry beans	2.6.2.3.4.5
dry beans	2.6.3.2.4.2
dry beans	2.7.1.1.4.8
dry beans	2.7.2.2.4.7
dry beans	2.7.2.3.4.5
dry beans	3.1.1.2.4.7
dry beans	3.7.1.2.4.1
dry beans	3.7.1.4.4.9
dry beans	3.7.1.5.4.1
dry beans	3.7.1.6.4.4
dry beans	3.7.1.7.4.2
dry beans	3.7.2.3.4.2
dry beans	3.7.2.4.4.2
dry beans	3.7.3.1.4.8
dry beans	3.7.3.2.4.4
dry beans	3.7.4.2.4.5
dry beans	3.7.8.1.4.1
dry beans	3.7.8.2.4.1
dry beans	4.1.1.2.4.1
dry beans	4.1.2.2.4.4
dry beans	4.1.3.1.4.2
dry beans	4.1.3.3.4.3
dry beans	4.1.4.1.4.2
dry beans	4.1.4.2.4.3
dry beans	4.1.4.3.4.3
dry beans	4.1.5.2.4.6
dry beans	4.1.5.3.4.3
dry beans	4.1.5.4.4.4
dry beans	4.4.1.1.4.7
dry beans	4.4.1.2.4.5
dry beans	4.4.2.1.4.6
dry beans	4.4.2.2.4.4
dry beans	4.4.4.1.4.4
dry beans	4.4.4.3.4.4
dry beans	4.6.1.1.4.10
dry beans	8.1.4.4.4.3
Dry beans, Dry beans, Pwa sèk	1.4.5.1.4.1
Dry beans, Dry beans, Pwa sèk	1.4.5.2.4.1
Dry beans, Dry beans, Pwa sèk	1.4.5.3.4.1
dry bracken fern	9.2.1.2.24.3
Dry bread	4.5.1.1.1.10
Dry bread	4.5.1.1.14.6
dry bread	4.6.5.2.1.10
dry bread	4.6.5.3.1.15
dry bread, dry bread, aɣrum aquran	3.1.2.2.18.10
Dry brinjal	5.7.3.3.14.9
dry broad beans	2.7.2.5.4.7
dry broad beans	4.4.1.1.4.5
dry broad beans	4.4.1.2.4.3
dry broad beans	4.4.2.1.4.5
dry broad beans	4.4.2.3.4.3
dry cassava flour, dry cassava flour, farinha seca de mandioca	1.7.2.1.1.4
dry cassava flour, dry cassava flour, farinha seca de mandioca	1.7.2.4.1.5
dry cassava flour, dry cassava flour, farinha seca de mandioca	1.7.2.4.17.6
dry cassava flour, dry cassava flour, farinha seca de mandioca	1.7.3.1.1.4
dry cassava flour, dry cassava flour, farinha seca de mandioca	1.7.3.3.1.4
Dry cassava, Dry cassava, Kasav sèk	1.4.5.2.14.8
Dry cassava, Dry cassava, Kasav sèk	1.4.5.3.14.8
Dry cassava, Dry cassava, Kasav sèk	1.4.5.4.14.7
Dry chayote	5.7.3.3.14.11
dry cheese	2.6.3.1.11.5
dry cheese curds	6.4.4.2.11.7
dry cheese curds	6.4.4.2.14.4
dry cheese curds	6.4.4.2.18.14
dry cheese curds	6.4.4.3.11.10
dry cheese curds	6.4.4.3.14.12
dry cheese curds	6.4.4.4.11.9
dry cheese curds	6.4.4.4.14.5
Dry chilli	5.7.1.2.8.2
Dry chilli paste	5.7.3.3.13.3
Dry cider	2.3.1.2.12.3
Dry cider	2.3.1.2.16.2
dry cider	1.1.13.4.20.2
dry cider	1.1.14.1.16.9
dry cider	1.1.14.1.20.8
Dry Coco de Paimpol beans	2.3.1.2.4.3
Dry coconut	5.4.2.2.9.7
Dry coconut	5.4.2.3.9.8
Dry coconut	5.4.2.4.9.6
Dry coconut	5.6.2.3.5.1
Dry coconut	5.6.3.4.5.9
Dry coconut	5.6.3.4.9.9
Dry coconut gratings	5.6.3.4.17.8
Dry coconut khobra	5.4.2.4.18.4
Dry coconut, Dry coconut, Kokoye sèk	1.4.5.2.5.6
Dry coconut, Dry coconut, Kokoye sèk	1.4.5.3.5.5
Dry coconut, Dry coconut, Noix de coco sèche	1.4.7.3.5.4
Dry coconut, Dry coconut, Noix de coco sèche	1.4.9.1.5.4
Dry coconut, Dry coconut, Noix de coco sèche	1.4.9.2.5.5
Dry coconut, Dry coconut, Noix de coco sèche	1.4.9.3.5.5
dry cold winter air	2.6.1.3.24.2
dry coriander	4.2.1.5.8.1
dry cowpeas	4.4.1.1.4.3
dry edible beans	1.1.7.2.4.1
dry fig liqueur	2.6.2.2.14.5
dry fig liqueur	2.6.2.2.20.11
dry fiuncho, dry fiuncho, fiúncho seco	2.2.2.1.8.4
dry fiuncho, dry fiuncho, fiúncho seco	2.2.2.2.8.9
dry fruits	5.2.1.2.17.1
dry fruits	5.2.1.2.5.5
dry garlic	2.8.2.3.8.5
Dry garlic chutney	5.4.2.2.13.2
Dry garlic chutney	5.4.2.3.13.4
Dry garlic chutney	5.4.2.4.13.2
Dry garlic chutney	5.4.3.2.13.4
Dry garlic chutney powder	5.4.2.2.14.9
Dry garlic-coconut chutney	5.4.3.3.13.5
Dry ginger	5.3.1.1.19.10
Dry ginger	5.3.1.1.8.2
Dry ginger	5.3.3.1.8.13
Dry ginger	5.3.4.1.19.5
Dry ginger	5.3.4.1.8.17
Dry ginger	5.3.4.2.8.18
Dry ginger	5.3.4.4.8.18
Dry ginger	5.3.5.1.8.17
Dry ginger	5.3.5.2.8.19
Dry ginger	5.3.5.3.8.17
Dry ginger	5.3.5.4.8.19
Dry ginger	5.4.1.1.19.2
Dry ginger	5.4.1.1.8.14
Dry ginger	5.4.1.4.19.3
Dry ginger	5.4.2.2.19.2
Dry ginger	5.4.2.2.8.5
Dry ginger	5.4.2.3.19.2
Dry ginger	5.4.2.4.19.3
Dry ginger	5.4.4.3.19.7
Dry ginger	5.4.4.3.8.5
Dry ginger	5.4.4.4.19.6
Dry ginger	5.4.4.4.8.5
Dry ginger	5.4.5.1.19.6
Dry ginger	5.4.5.1.8.5
Dry ginger	5.4.5.3.19.7
Dry ginger	5.4.5.3.8.5
Dry ginger	5.6.1.1.19.1
Dry ginger	5.6.1.1.8.16
Dry ginger	5.6.1.2.19.1
Dry ginger	5.6.1.2.8.15
Dry ginger	5.6.1.3.19.1
Dry ginger	5.6.1.3.8.14
Dry ginger	5.6.2.1.19.1
Dry ginger	5.6.2.1.8.10
Dry ginger	5.6.2.2.19.1
Dry ginger	5.6.2.2.8.10
Dry ginger	5.6.2.3.19.1
Dry ginger	5.6.2.3.8.10
Dry ginger	5.6.2.4.19.1
Dry ginger	5.6.2.4.8.10
Dry ginger	5.6.2.5.19.1
Dry ginger	5.6.2.5.8.9
Dry ginger	5.6.3.1.19.1
Dry ginger	5.6.3.1.8.9
Dry ginger	5.6.3.2.19.1
Dry ginger	5.6.3.2.8.10
Dry ginger	5.6.3.3.19.1
Dry ginger	5.6.3.3.8.10
Dry ginger	5.6.3.4.19.1
Dry ginger	5.6.3.4.8.11
Dry ginger	5.6.4.1.19.1
Dry ginger	5.6.4.1.8.9
Dry ginger	5.6.4.2.19.1
Dry ginger	5.6.4.2.8.11
Dry ginger	5.6.4.3.19.1
Dry ginger	5.6.4.3.8.10
Dry ginger	5.6.5.1.19.1
Dry ginger	5.6.5.1.8.11
Dry ginger	5.6.5.2.19.1
Dry ginger	5.6.5.2.8.10
Dry ginger	5.6.5.3.19.1
Dry ginger	5.6.5.3.8.10
Dry ginger powder	5.4.1.2.19.2
Dry ginger powder	5.4.1.2.8.16
Dry ginger powder	5.4.1.3.19.2
Dry ginger powder	5.4.1.3.8.5
Dry ginger powder	5.4.4.1.19.2
Dry ginger, Dry ginger, Jenjanm sèk	1.4.5.2.8.6
Dry ginger, Dry ginger, Jenjanm sèk	1.4.5.3.8.6
dry goat cheese from Beiras, dry goat cheese from Beiras, queijo seco de cabra das Beiras	2.2.1.3.14.13
Dry green chilli	5.7.3.3.14.7
Dry green chilli	5.7.3.3.8.3
dry lemon peel, dry lemon peel, casca de limão seca	2.2.1.5.8.9
dry liquor	6.4.2.2.20.6
Dry maize	3.5.4.2.1.11
dry mare's milk powder	8.1.1.1.18.1
dry mare's milk powder	8.1.1.1.19.7
dry marinade, dry marinade, Adobo seco	1.4.2.1.13.3
dry marinade, dry marinade, Adobo seco	1.4.2.2.13.3
dry marinade, dry marinade, Adobo seco	1.4.2.3.13.3
dry marinade, dry marinade, Adobo seco	1.4.2.4.13.3
dry marinade, dry marinade, Adobo seco	1.4.2.5.13.3
dry mountain chili pepper, dry mountain chili pepper, Ají del monte seco	1.8.1.3.8.5
dry mountain chili pepper, dry mountain chili pepper, Ají del monte seco	1.8.6.3.8.1
dry mustard	1.1.13.1.8.4
dry mustard	1.1.13.2.8.1
dry mustard	1.1.5.5.8.7
dry Nor	2.7.3.2.11.5
dry oaxacan pasilla, dry oaxacan pasilla, pasilla oaxaqueño seco	1.2.5.1.14.9
dry onion	4.1.1.2.2.10
dry onion	4.1.1.2.9.1
dry onion	4.1.1.3.2.18
dry onion	4.1.1.3.9.2
dry onion	4.1.3.3.2.14
dry onion	4.1.3.3.9.1
dry onion	4.1.4.2.2.9
dry onion	4.1.4.2.9.2
dry onion	4.1.5.1.9.1
dry onion	4.3.4.4.2.13
dry onion	4.3.4.4.9.2
Dry onion peel smoke	4.5.4.4.24.3
dry pacae chili, dry pacae chili, ají pacae seco	1.6.1.3.14.7
dry pacae chili, dry pacae chili, ají pacae seco	1.6.1.3.8.7
Dry palm fronds	7.5.1.3.24.1
dry pandanus leaves	9.4.4.2.23.2
Dry pea	3.2.1.1.4.4
Dry pea	3.2.1.3.4.7
dry pea, dry pea, pèsol sec	2.2.5.3.4.10
dry pea, dry pea, pèsol sec	2.2.5.4.4.5
dry pea, dry pea, pèsol sec	2.2.6.2.4.7
dry peas	1.1.13.3.4.3
dry peas	1.1.6.1.4.12
dry peas	1.1.7.1.4.8
dry peas	1.1.7.4.4.1
dry peas	5.1.2.3.4.6
dry peas	8.2.2.1.4.3
dry priest, dry priest, capellà sec	2.2.6.2.14.11
Dry pumpkin	5.7.3.3.14.10
Dry radish	5.7.3.3.14.8
Dry red chili	5.3.1.2.8.3
Dry red chili	5.3.1.4.8.10
Dry red chili	5.3.3.2.8.9
Dry red chili	5.3.3.3.8.10
Dry red chili	5.3.3.4.8.11
Dry red chili	5.3.4.2.8.2
Dry red chili	5.3.5.2.8.11
Dry red chili	5.3.5.4.8.3
Dry red chilli	5.7.1.1.8.2
Dry red chilli	5.7.1.3.8.1
Dry red chilli	5.7.3.3.14.5
Dry red chilli	5.7.3.3.8.1
dry reed smoke	3.7.3.3.24.3
dry reeds	4.4.3.2.24.2
Dry sausage	2.3.5.3.14.2
Dry sausage	2.3.5.3.6.5
dry sausage	2.3.9.2.14.3
dry sausage	2.3.9.2.6.8
dry sausage	2.6.1.1.14.6
dry sausage	2.6.1.1.6.16
Dry sausage from the Isle of Beauty, Dry sausage from the Isle of Beauty, Saucisson sec de l'Île de Beauté	2.3.6.4.14.7
Dry sausage from the Isle of Beauty, Dry sausage from the Isle of Beauty, Saucisson sec de l'Île de Beauté	2.3.6.4.6.14
dry sausage, dry sausage, droëwors	3.7.1.1.14.5
dry sausage, dry sausage, droëwors	3.7.1.2.14.9
dry sausage, dry sausage, droëwors	3.7.1.3.14.12
dry sausage, dry sausage, droëwors	3.7.1.4.14.11
dry sausage, dry sausage, droëwors	3.7.1.5.14.8
dry sausage, dry sausage, droëwors	3.7.1.6.14.11
dry sausage, dry sausage, droëwors	3.7.1.7.14.6
dry sausage, dry sausage, droëwors	3.7.2.1.14.6
dry sausage, dry sausage, droëwors	3.7.2.3.14.8
dry savory	4.2.1.5.8.10
Dry shrimp	4.5.6.3.14.3
Dry shrimp	4.5.6.3.6.14
dry sweet sausage, dry sweet sausage, botifarra dolça seca	2.2.5.2.14.9
Dry Terracina or Moscato di Terracina DOC, Dry Terracina or Moscato di Terracina DOC, Terracina o Moscato di Terracina DOC secco	2.4.4.3.20.7
Dry turmeric	5.4.2.3.8.4
Dry turmeric	5.4.2.4.8.4
Dry turmeric	5.4.5.1.8.4
Dry turmeric	5.4.5.2.8.4
dry usipa	3.7.7.1.14.3
dry usipa	3.7.7.2.14.3
dry usipa	3.7.7.2.18.6
Dry white Bordeaux wine	2.3.4.1.12.2
Dry white wine	1.1.5.2.16.10
dry white wine	1.1.10.2.16.10
dry white wine	1.1.10.4.16.11
dry white wine	1.1.10.5.16.14
dry white wine	1.1.11.3.16.13
dry white wine	2.6.1.2.12.4
dry white wine	2.6.3.1.12.4
dry white wine	2.6.3.1.16.4
dry yeast	3.7.2.4.22.1
dry yeast	4.1.3.1.22.2
dry yeast	4.1.3.3.22.4
dry yeast	4.2.3.5.22.1
dry yeast	5.1.2.3.22.1
dry yellow chili, dry yellow chili, ají amarillo seco	1.6.1.2.8.6
dry yellow chili, dry yellow chili, ají amarillo seco	1.6.2.2.8.2
dry yellow chili, dry yellow chili, ají amarillo seco	1.6.2.4.8.2
dry yellow chili, dry yellow chili, ají amarillo seco	1.6.4.1.8.2
dry yellow chili, dry yellow chili, ají amarillo seco	1.6.4.3.8.2
dry yellow chili, dry yellow chili, ají amarillo seco	1.6.5.3.8.2
dry-cured salami	1.1.10.1.14.11
dry-cured salami	1.1.10.2.14.11
dry-cured salami	1.1.10.4.14.9
dry-cured salami	1.1.11.1.14.11
dry-cured salami	1.1.11.2.14.11
dry-cured salami	1.1.11.4.14.12
Drying mats	3.5.4.6.23.4
Drying mats	3.5.5.2.23.5
drying mats	3.7.6.3.23.4
drying mats	3.7.7.3.23.4
drying rack, drying rack, parrilla de secado	2.2.7.4.23.7
drying racks	3.7.6.2.23.3
drying racks	3.7.7.1.23.4
drying racks	3.7.7.2.23.4
drying racks	3.7.7.3.23.5
drying racks	3.7.8.1.23.4
drying racks	3.7.8.2.23.4
Drying smoke	6.5.3.3.24.4
drying trays	3.7.6.2.23.4
dryla	2.7.2.2.11.13
dryland potato, dryland potato, patata de secano	2.2.6.3.1.17
Dryland taro	6.5.3.3.1.3
dryland taro	1.1.12.3.1.4
dryland taro	1.1.12.3.18.10
dryland taro	1.1.12.4.1.4
dryland taro	1.1.12.4.18.2
dryland taro	9.4.4.1.1.9
dryland taro	9.4.4.2.1.8
dryland taro	9.4.4.3.1.9
dryland taro	9.4.5.1.1.8
dryland taro	9.4.5.3.1.8
dryland taro	9.5.5.1.1.4
dryland taro	9.5.5.2.1.4
dryland taro leaves	9.4.4.1.2.22
dryland taro leaves	9.4.4.1.7.9
dryland taro leaves	9.4.4.2.2.4
dryland taro leaves	9.4.4.2.7.1
dryland taro leaves	9.4.4.3.2.5
dryland taro leaves	9.4.4.3.7.1
dryland taro leaves	9.4.5.3.2.11
dryland taro leaves	9.4.5.3.7.1
dubbel	2.3.7.1.20.3
Dubraj rice	5.4.5.1.1.3
Dubraj rice	5.4.5.1.18.1
Ducana	1.4.7.1.1.14
Ducana	1.4.7.1.18.3
Ducana	1.4.7.2.18.7
Ducana	1.4.7.4.18.3
Duch Puszczy	2.8.1.5.20.6
Duck	1.1.14.6.6.25
Duck	1.1.2.1.6.26
Duck	1.1.2.3.6.17
Duck	1.1.2.4.6.25
Duck	1.1.2.5.6.7
Duck	1.1.3.1.6.20
Duck	1.1.3.2.6.8
Duck	1.1.3.3.6.22
Duck	1.1.3.5.6.17
Duck	1.1.4.4.6.6
Duck	1.1.5.1.6.16
Duck	1.1.5.2.6.17
Duck	1.1.5.3.6.18
Duck	1.1.5.4.6.25
Duck	1.3.1.2.6.8
Duck	1.4.6.1.6.5
Duck	1.4.6.2.6.3
Duck	1.4.6.3.6.5
Duck	2.2.8.2.6.36
Duck	2.3.1.1.6.7
Duck	2.3.1.2.6.11
Duck	2.3.1.3.6.7
Duck	2.3.3.1.6.14
Duck	2.3.3.2.6.14
Duck	2.3.4.2.6.14
Duck	2.3.4.4.6.1
Duck	2.3.5.1.6.18
Duck	2.3.5.2.6.22
Duck	2.3.5.3.6.13
Duck	2.3.6.1.6.8
Duck	2.5.1.1.6.50
Duck	2.5.1.2.6.43
Duck	2.5.1.3.6.42
Duck	2.5.1.4.6.38
Duck	2.5.2.1.6.34
Duck	2.5.2.2.6.30
Duck	2.5.2.3.6.28
Duck	2.5.2.4.6.47
Duck	2.5.3.1.6.26
Duck	2.5.3.2.6.27
Duck	2.5.3.4.6.24
Duck	2.5.4.1.6.28
Duck	2.5.4.2.6.25
Duck	2.5.5.1.6.34
Duck	2.5.5.2.6.36
Duck	2.5.5.3.6.18
Duck	2.5.6.1.6.32
Duck	2.5.6.2.6.40
Duck	2.5.6.3.6.27
Duck	2.9.1.1.6.5
Duck	2.9.5.4.6.22
Duck	2.9.6.1.6.5
Duck	2.9.6.2.6.6
Duck	2.9.8.1.6.6
Duck	3.2.1.2.6.6
Duck	3.2.1.3.6.6
Duck	3.2.1.4.6.6
Duck	3.5.5.2.6.14
Duck	3.8.3.1.6.3
Duck	3.8.3.2.6.4
Duck	5.4.2.1.6.15
Duck	5.4.5.2.6.12
Duck	5.5.1.2.6.17
Duck	5.5.1.3.6.15
Duck	5.5.5.2.6.16
Duck	5.5.5.4.6.4
Duck	5.5.5.5.6.8
Duck	5.5.5.6.6.4
Duck	5.6.1.2.6.13
Duck	5.6.1.3.6.14
Duck	5.7.1.2.6.11
Duck	6.5.1.3.6.8
Duck	6.5.2.1.6.19
Duck	6.5.2.2.6.19
Duck	6.5.2.3.6.22
Duck	6.5.2.4.6.13
Duck	7.4.1.1.6.3
Duck	7.4.2.2.6.7
Duck	7.4.3.4.6.5
Duck	7.4.4.1.6.5
Duck	7.5.2.1.6.6
Duck	7.5.2.3.6.6
Duck	9.1.1.3.6.18
Duck	9.3.1.1.6.9
Duck	9.3.4.1.6.16
Duck	9.3.4.2.6.12
duck	1.1.10.1.6.22
duck	1.1.10.2.6.18
duck	1.1.10.3.6.6
duck	1.1.10.4.6.30
duck	1.1.11.1.6.23
duck	1.1.11.2.6.28
duck	1.1.11.3.6.21
duck	1.1.11.5.6.20
duck	1.1.12.1.6.4
duck	1.1.12.2.6.4
duck	1.1.12.3.6.5
duck	1.1.13.2.6.14
duck	1.1.13.3.6.6
duck	1.1.13.5.6.32
duck	1.1.14.1.6.7
duck	1.1.14.2.6.6
duck	1.1.6.2.6.14
duck	1.1.6.3.6.11
duck	1.1.6.4.6.5
duck	1.1.6.5.6.5
duck	1.1.6.6.6.12
duck	1.1.7.1.6.6
duck	1.1.8.3.6.5
duck	1.1.8.5.6.18
duck	2.1.1.1.6.19
duck	2.1.1.2.6.16
duck	2.1.1.3.6.9
duck	2.1.1.4.6.9
duck	2.1.1.5.6.10
duck	2.1.2.1.6.12
duck	2.1.2.3.6.6
duck	2.3.7.1.6.20
duck	2.3.8.1.6.16
duck	2.6.1.1.6.12
duck	2.6.1.2.6.17
duck	2.6.3.1.6.16
duck	2.6.7.1.6.14
duck	2.8.1.1.6.17
duck	2.8.2.3.6.19
duck	2.8.3.1.6.8
duck	2.8.3.2.6.9
duck	2.8.3.3.6.10
duck	2.8.4.1.6.13
duck	2.8.4.2.6.14
duck	2.8.4.3.6.9
duck	2.8.6.1.6.11
duck	2.8.6.2.6.11
duck	2.8.6.4.6.11
duck	2.8.7.1.6.9
duck	2.8.7.2.6.24
duck	2.8.7.3.6.9
duck	2.8.7.4.6.12
duck	3.4.4.2.6.10
duck	3.4.4.3.6.13
duck	3.4.5.1.6.19
duck	3.4.5.3.6.17
duck	3.4.6.2.6.16
duck	3.4.6.4.6.26
duck	3.4.7.2.6.20
duck	3.7.5.4.6.15
duck	3.7.6.2.6.6
duck	3.7.7.3.6.19
duck	3.7.8.1.6.5
duck	4.1.1.2.6.8
duck	4.1.1.3.6.7
duck	4.1.2.2.6.9
duck	4.1.3.3.6.12
duck	4.1.4.1.6.7
duck	4.2.3.4.6.5
duck	4.6.1.1.6.2
duck	5.1.1.3.6.6
duck	6.1.1.3.6.9
duck	6.1.3.2.6.8
duck	6.1.3.3.6.17
duck	6.1.3.4.6.10
duck	6.1.4.1.6.8
duck	6.1.4.2.6.9
duck	6.1.4.3.6.14
duck	6.1.4.4.6.10
duck	6.2.1.1.6.5
duck	6.2.1.3.6.1
duck	6.2.1.4.6.15
duck	6.2.2.1.6.5
duck	6.2.2.2.6.8
duck	6.2.3.1.6.22
duck	6.2.3.2.6.16
duck	6.2.3.3.6.11
duck	6.2.3.4.6.20
duck	6.2.4.2.6.13
duck	6.2.4.4.6.23
duck	6.3.1.1.6.8
duck	6.3.1.2.6.6
duck	6.3.1.3.6.6
duck	6.3.1.4.6.7
duck	6.3.2.1.6.8
duck	6.3.2.2.6.4
duck	6.3.2.3.6.10
duck	6.3.2.4.6.5
duck	6.3.3.1.6.5
duck	6.3.3.2.6.8
duck	6.3.3.3.6.6
duck	6.3.3.4.6.5
duck	6.3.4.1.6.9
duck	6.3.4.2.6.10
duck	6.3.4.3.6.6
duck	6.3.5.1.6.10
duck	6.3.5.3.6.12
duck	6.3.5.4.6.11
duck	6.4.1.1.6.9
duck	6.4.1.2.6.15
duck	6.4.1.3.6.11
duck	6.4.2.1.6.11
duck	6.4.2.2.6.11
duck	6.4.2.3.6.11
duck	6.4.2.4.6.5
duck	6.4.3.1.6.13
duck	6.4.3.3.6.11
duck	6.4.4.1.6.9
duck	6.4.4.2.6.11
duck	6.4.4.3.6.9
duck	6.4.4.4.6.13
duck	6.6.1.2.6.4
duck	6.6.1.3.6.4
duck	6.6.2.1.6.12
duck	6.6.2.2.6.4
duck	6.6.2.3.6.9
duck	6.6.2.4.6.10
duck	6.6.2.5.6.9
duck	6.7.1.3.6.4
duck	6.7.2.2.6.9
duck	7.1.1.2.6.20
duck	7.1.3.1.6.22
duck	7.1.3.3.6.10
duck	7.1.5.1.6.8
duck	7.1.5.2.6.9
duck	7.1.5.3.6.14
duck	7.1.5.4.6.7
duck	7.1.7.1.6.15
duck	7.1.7.2.6.11
duck	7.1.8.1.6.22
duck	7.1.9.2.6.20
duck	7.2.1.1.6.4
duck	7.3.1.1.6.6
duck	7.3.1.2.6.7
duck	7.3.2.1.6.15
duck	7.3.2.2.6.6
duck	7.3.2.4.6.11
duck	7.3.2.5.6.9
duck	7.3.3.1.6.4
duck	7.3.3.2.6.2
duck	7.3.5.1.6.11
duck	7.3.5.2.6.4
duck	8.2.1.3.6.5
duck	9.5.2.1.6.4
duck	9.5.2.2.6.4
duck	9.5.2.3.6.4
duck	9.5.2.4.6.6
duck bill, duck bill, Pico de pato	1.8.6.3.6.18
duck bill, duck bill, Pico de pato	1.8.6.4.6.13
duck blood	6.4.1.1.18.1
duck blood	6.4.1.2.18.4
duck blood	6.4.1.2.6.16
duck blood	6.4.1.3.18.3
duck blood	6.4.2.4.6.10
duck blood	7.1.5.1.22.4
duck blood	7.1.5.1.6.12
duck blood	7.1.5.4.22.6
duck blood	7.1.5.4.6.13
Duck breast	2.3.3.1.6.13
Duck breast, Duck breast, Magret de canard	2.3.4.1.6.3
Duck breast, Duck breast, Magret de canard	2.3.4.4.6.5
duck broth	6.1.2.3.16.4
duck broth	6.1.4.1.16.4
duck broth	6.2.1.4.16.7
duck broth	6.3.2.2.16.4
duck broth	6.3.3.1.16.3
duck broth	6.3.3.2.16.3
duck broth	6.4.1.1.16.5
duck broth	7.3.4.2.16.5
duck broth, duck broth, brou d'ànec	2.2.6.4.16.6
duck broth, duck broth, caldo de pato	1.6.1.2.16.6
duck broth, duck broth, caldo de pato	1.7.1.2.16.6
duck confit	1.1.14.2.14.5
Duck confit legs	2.3.4.3.6.9
Duck confit, Duck confit, Confit de canard	2.3.4.1.14.2
Duck confit, Duck confit, Confit de canard	2.3.4.1.6.4
Duck confit, Duck confit, Confit de canard	2.3.4.2.14.9
Duck confit, Duck confit, Confit de canard	2.3.4.2.6.16
Duck confit, Duck confit, Confit de canard	2.3.4.3.14.2
Duck confit, Duck confit, Confit de canard	2.3.4.4.14.2
Duck egg	5.5.1.1.6.20
Duck egg	5.5.1.2.6.18
Duck egg	7.4.1.2.6.22
duck egg	7.1.1.2.6.23
Duck eggs	5.6.1.1.6.17
Duck eggs	5.7.1.2.6.16
Duck eggs	5.7.1.3.6.9
Duck eggs	7.4.1.1.6.4
Duck eggs	7.4.2.1.6.11
Duck eggs	7.4.2.2.6.9
Duck eggs	7.4.2.3.6.8
Duck eggs	7.4.3.1.6.9
Duck eggs	7.4.3.2.6.10
Duck eggs	7.4.3.4.6.7
Duck eggs	7.4.4.1.6.7
Duck eggs	9.1.2.3.6.13
Duck eggs	9.1.3.2.6.9
duck eggs	6.1.1.3.6.10
duck eggs	6.1.2.2.6.12
duck eggs	6.1.2.3.6.7
duck eggs	6.1.3.1.6.20
duck eggs	6.1.3.4.6.11
duck eggs	6.1.4.1.6.9
duck eggs	6.1.4.2.6.11
duck eggs	6.1.4.3.6.16
duck eggs	6.1.4.4.6.12
duck eggs	6.2.4.3.6.17
duck eggs	6.4.1.1.6.12
duck eggs	6.4.1.3.6.13
duck eggs	6.4.2.1.6.13
duck eggs	6.4.2.2.6.13
duck eggs	6.4.2.3.6.13
duck eggs	6.4.2.4.6.13
duck eggs	6.4.3.1.6.15
duck eggs	6.4.3.2.6.15
duck eggs	6.4.3.3.6.24
duck eggs	6.4.4.1.6.17
duck eggs	6.4.4.2.6.16
duck eggs	6.4.4.3.6.18
duck eggs	6.4.4.4.6.20
duck eggs	6.4.5.1.6.16
duck eggs	6.4.5.2.6.17
duck eggs	6.4.5.3.6.18
duck eggs	6.4.5.4.6.16
duck eggs	7.1.3.1.6.23
duck eggs	7.1.3.3.6.12
duck eggs	7.1.3.4.6.22
duck eggs	7.1.4.1.6.21
duck eggs	7.1.5.2.6.10
duck eggs	7.1.5.3.6.16
duck eggs	7.1.6.1.6.23
duck eggs	7.1.6.2.6.25
duck eggs	7.1.6.3.6.20
duck eggs	7.1.6.4.6.20
duck eggs	7.1.9.2.6.22
duck eggs	7.2.1.1.6.9
duck eggs	7.2.1.2.6.5
duck eggs	7.2.2.1.6.14
duck eggs	7.2.2.2.6.12
duck eggs	7.2.3.2.6.10
duck eggs	7.2.3.3.6.5
duck eggs	7.2.4.3.6.17
duck eggs	7.3.1.2.6.23
duck eggs	7.3.1.3.6.16
duck eggs	7.3.1.4.6.12
duck eggs	7.3.2.1.6.20
duck eggs	7.3.2.2.6.15
duck eggs	7.3.2.3.6.13
duck eggs	7.3.2.4.6.13
duck eggs	7.3.2.5.6.11
duck eggs	7.3.3.1.6.21
duck eggs	7.3.3.2.6.13
duck eggs	7.3.4.3.6.18
duck eggs	7.3.5.1.6.24
duck eggs	7.3.5.2.6.25
duck eggs	7.3.6.1.6.16
duck eggs	7.3.6.2.6.18
duck eggs	7.3.6.3.6.22
duck eggs	7.3.7.1.6.11
duck eggs	7.3.7.2.6.5
duck eggs	7.3.7.3.6.15
Duck fat	1.1.13.6.10.6
Duck fat	1.1.14.6.10.7
Duck fat	1.1.2.3.10.4
Duck fat	2.3.1.2.10.6
Duck fat	2.3.1.3.10.6
Duck fat	2.3.1.4.10.5
Duck fat	2.3.3.1.10.4
Duck fat	2.3.3.2.10.6
Duck fat	2.3.4.1.10.1
Duck fat	2.3.4.2.10.1
Duck fat	2.3.4.3.10.1
Duck fat	2.3.4.4.10.1
Duck fat	2.3.5.1.10.6
