0ya	3.8.5.3.2.8	0ya
Yuhe pickled fish	6.4.3.2.18.10	Yuhe pickled fish
Yuhua tea	6.2.1.3.20.1	Yuhua tea
Yuhuan Wendan pomelo	6.2.1.2.3.3	Yuhuan Wendan pomelo
Yukihotaka rice	6.7.3.2.1.7	Yukihotaka rice
Yukina	6.7.2.2.2.29	Yukina
Yukina	6.7.2.2.7.6	Yukina
Yukisayaka rice	6.7.1.1.1.3	Yukisayaka rice
Yukiwakamaru rice	6.7.2.2.1.6	Yukiwakamaru rice
Yukiwakamaru rice	6.7.3.2.1.3	Yukiwakamaru rice
yukizasa roots	6.7.1.3.2.24	yukizasa roots
Yuko	6.7.6.2.12.6	Yuko
Yuko	6.7.6.2.18.4	Yuko
Yuko	6.7.6.2.19.5	Yuko
Yuko	6.7.6.2.3.26	Yuko
Yuko drink	6.7.6.2.20.11	Yuko drink
Yuko juice	6.7.6.2.12.2	Yuko juice
Yuko juice	6.7.6.2.16.12	Yuko juice
Yuko marmalade	6.7.6.2.15.6	Yuko marmalade
Yuko peel	6.7.6.2.7.6	Yuko peel
Yuko ponzu	6.7.6.2.13.6	Yuko ponzu
Yuko vinegar	6.7.6.2.13.7	Yuko vinegar
Yuko zest	6.7.6.2.17.6	Yuko zest
yukola	8.2.4.4.14.1	yukola
yukola	8.2.4.4.18.3	yukola
Yukon Gold potatoes	1.1.10.1.1.3	Yukon Gold potatoes
Yukon Gold potatoes	1.1.10.2.1.3	Yukon Gold potatoes
Yukon Gold potatoes	1.1.10.4.1.18	Yukon Gold potatoes
Yukon Gold potatoes	1.1.10.5.1.17	Yukon Gold potatoes
Yukon Gold potatoes	1.1.11.1.1.3	Yukon Gold potatoes
Yukon Gold potatoes	1.1.11.2.1.3	Yukon Gold potatoes
Yukon Gold potatoes	1.1.11.3.1.3	Yukon Gold potatoes
Yukon Gold potatoes	1.1.11.4.1.14	Yukon Gold potatoes
Yukon Gold potatoes	1.1.11.5.1.3	Yukon Gold potatoes
Yukon Gold potatoes	1.1.13.5.1.2	Yukon Gold potatoes
Yukon Gold potatoes	1.1.13.6.1.3	Yukon Gold potatoes
Yukon Gold potatoes	1.1.14.6.1.3	Yukon Gold potatoes
Yukon Gold potatoes	1.1.9.1.1.20	Yukon Gold potatoes
Yulan tea	6.5.1.2.20.7	Yulan tea
Yulin black bean tofu	6.1.4.4.11.9	Yulin black bean tofu
Yulin black bean tofu	6.1.4.4.18.11	Yulin black bean tofu
Yulin black bean tofu	6.1.4.4.6.16	Yulin black bean tofu
Yulin mountain apple	6.1.4.4.18.13	Yulin mountain apple
Yulin mountain apple	6.1.4.4.3.6	Yulin mountain apple
Yulu honey peach	6.3.3.1.3.6	Yulu honey peach
Yume Tsukushi rice	6.7.6.1.1.2	Yume Tsukushi rice
Yumeikken rice	6.7.6.1.1.8	Yumeikken rice
Yumemizuho rice	6.7.5.1.1.6	Yumemizuho rice
Yumemizuki peaches	6.7.5.2.3.20	Yumemizuki peaches
Yumenoka strawberries	6.7.6.2.3.18	Yumenoka strawberries
Yumeobako rice	6.7.2.1.1.9	Yumeobako rice
Yumeshizuku rice	6.7.6.1.1.6	Yumeshizuku rice
Yumetoka peaches	6.7.5.2.3.21	Yumetoka peaches
Yumin thornless safflower	6.4.4.4.18.1	Yumin thornless safflower
Yumin thornless safflower	6.4.4.4.19.1	Yumin thornless safflower
Yumin thornless safflower seed oil	6.4.4.4.10.1	Yumin thornless safflower seed oil
Yumin thornless safflower seed oil	6.4.4.4.18.2	Yumin thornless safflower seed oil
Yuncheng pinellia	6.1.2.3.19.7	Yuncheng pinellia
Yunlong yam	6.3.5.1.1.17	Yunlong yam
Yunlong yam	6.3.5.1.18.5	Yunlong yam
Yunnan olive	6.4.2.1.19.8	Yunnan olive
Yunnan olive	6.4.2.2.3.14	Yunnan olive
Yunnan olives	6.4.2.1.3.10	Yunnan olives
Yunyang black gastrodia	6.4.1.2.19.6	Yunyang black gastrodia
Yunyang early noodles	6.4.1.2.1.6	Yunyang early noodles
Yunyang red orange	6.4.1.2.3.3	Yunyang red orange
Yuqing small leaf kuding tea	6.4.3.3.20.7	Yuqing small leaf kuding tea
Yuruma	1.5.3.5.1.18	Yuruma
Yuruma	1.5.3.5.18.17	Yuruma
yushi tofu	6.7.7.2.11.3	yushi tofu
yushi tofu	6.7.7.2.6.8	yushi tofu
yushi-dofu	6.7.7.1.11.2	yushi-dofu
yushi-dofu	6.7.7.1.18.15	yushi-dofu
yushi-dofu	6.7.7.1.6.8	yushi-dofu
Yusuf Effendi mandarin	4.3.1.1.3.9	Yusuf Effendi mandarin
Yusuf Effendi mandarin	4.3.1.4.18.1	Yusuf Effendi mandarin
Yusuf Effendi mandarin	4.3.1.4.3.6	Yusuf Effendi mandarin
Yutai rice	6.1.2.3.1.3	Yutai rice
Yutai rice	6.1.2.3.18.1	Yutai rice
Yutai rice wine	6.1.2.3.20.5	Yutai rice wine
Yutian desert rose	6.4.4.1.19.1	Yutian desert rose
Yutian red willow cistanche	6.4.4.1.19.4	Yutian red willow cistanche
Yuxiang pear	6.1.4.2.18.7	Yuxiang pear
Yuxiang pear	6.1.4.2.3.3	Yuxiang pear
yuyo	1.6.1.1.17.9	yuyo
yuyo	1.6.1.1.7.3	yuyo
yuyuga	1.3.4.3.18.10	yuyuga
yuyuga	1.3.4.3.3.27	yuyuga
Yuzaki spring onion greens	6.7.4.4.7.1	Yuzaki spring onion greens
Yuzaki spring onions	6.7.4.4.2.3	Yuzaki spring onions
Yuzaki spring onions	6.7.4.4.9.1	Yuzaki spring onions
yuzu	6.6.3.1.3.6	yuzu
yuzu	6.6.3.2.19.3	yuzu
yuzu	6.6.3.2.3.8	yuzu
yuzu	6.7.2.3.12.6	yuzu
yuzu	6.7.2.3.19.5	yuzu
yuzu	6.7.2.3.3.10	yuzu
yuzu	6.7.3.1.12.3	yuzu
yuzu	6.7.3.1.19.8	yuzu
yuzu	6.7.3.2.12.1	yuzu
yuzu	6.7.3.2.19.3	yuzu
yuzu	6.7.3.2.3.21	yuzu
yuzu	6.7.3.3.12.3	yuzu
yuzu	6.7.3.3.19.1	yuzu
yuzu	6.7.4.1.19.4	yuzu
yuzu	6.7.4.1.3.11	yuzu
yuzu	6.7.4.2.19.5	yuzu
yuzu	6.7.4.4.19.4	yuzu
yuzu	6.7.4.4.3.15	yuzu
yuzu	6.7.5.1.19.5	yuzu
yuzu	6.7.5.1.3.14	yuzu
yuzu	6.7.5.2.19.4	yuzu
yuzu	6.7.6.1.19.5	yuzu
yuzu	6.7.6.1.3.13	yuzu
yuzu	6.7.6.3.19.3	yuzu
yuzu	6.7.6.4.19.4	yuzu
yuzu	6.7.6.5.19.2	yuzu
yuzu	6.7.6.5.3.2	yuzu
yuzu cider	6.7.2.3.20.6	yuzu cider
yuzu juice	6.6.2.1.12.7	yuzu juice
yuzu juice	6.6.3.2.12.4	yuzu juice
yuzu juice	6.7.2.3.16.9	yuzu juice
yuzu juice	6.7.3.1.12.4	yuzu juice
yuzu juice	6.7.3.3.12.4	yuzu juice
yuzu juice	6.7.4.1.12.3	yuzu juice
yuzu juice	6.7.4.2.12.3	yuzu juice
yuzu juice	6.7.4.4.12.4	yuzu juice
yuzu juice	6.7.5.1.12.4	yuzu juice
yuzu juice	6.7.5.2.12.1	yuzu juice
yuzu juice	6.7.5.3.12.4	yuzu juice
yuzu juice	6.7.6.1.12.3	yuzu juice
yuzu juice	6.7.6.3.12.3	yuzu juice
yuzu juice	6.7.6.4.12.4	yuzu juice
yuzu juice	6.7.6.5.12.2	yuzu juice
yuzu kosho	6.7.6.1.13.5	yuzu kosho
yuzu kosho	6.7.6.3.13.9	yuzu kosho
yuzu kosho	6.7.6.5.13.6	yuzu kosho
yuzu liqueur	6.7.3.2.20.10	yuzu liqueur
yuzu marmalade	6.7.2.3.15.4	yuzu marmalade
yuzu marmalade	6.7.3.2.15.8	yuzu marmalade
yuzu miso	6.7.2.2.13.6	yuzu miso
yuzu miso	6.7.2.3.13.4	yuzu miso
yuzu miso	6.7.3.2.13.6	yuzu miso
yuzu miso	6.7.4.2.13.4	yuzu miso
yuzu miso	6.7.5.2.13.6	yuzu miso
yuzu miso	6.7.6.1.13.10	yuzu miso
yuzu peel	6.7.2.3.7.5	yuzu peel
yuzu peel	6.7.3.2.7.8	yuzu peel
yuzu peel	6.7.3.3.7.6	yuzu peel
yuzu peel	6.7.3.3.9.6	yuzu peel
yuzu peel	6.7.4.4.7.6	yuzu peel
yuzu peel	6.7.5.1.7.9	yuzu peel
yuzu peel	6.7.5.2.7.15	yuzu peel
yuzu peel	6.7.5.3.7.10	yuzu peel
yuzu peel	6.7.6.1.7.9	yuzu peel
yuzu peel	6.7.6.1.9.9	yuzu peel
yuzu peel	6.7.6.3.7.12	yuzu peel
yuzu peel	6.7.6.4.7.7	yuzu peel
yuzu peel	6.7.6.4.9.10	yuzu peel
yuzu peel	6.7.6.5.7.10	yuzu peel
yuzu tea	6.6.2.1.20.9	yuzu tea
yuzu tea	6.6.3.2.20.8	yuzu tea
yuzu zest	6.7.2.3.17.7	yuzu zest
yuzu zest	6.7.3.1.17.6	yuzu zest
yuzu zest	6.7.3.3.17.7	yuzu zest
yuzu zest	6.7.4.1.17.7	yuzu zest
yuzu zest	6.7.4.2.17.5	yuzu zest
yuzu zest	6.7.4.4.17.8	yuzu zest
yuzu zest	6.7.5.1.17.6	yuzu zest
yuzu zest	6.7.5.2.17.8	yuzu zest
yuzu zest	6.7.5.3.17.8	yuzu zest
yuzu zest	6.7.6.1.17.5	yuzu zest
yuzu zest	6.7.6.3.17.6	yuzu zest
yuzu zest	6.7.6.4.17.4	yuzu zest
yuzu zest	6.7.6.5.17.10	yuzu zest
yuzu-maki	6.7.3.2.14.10	yuzu-maki
