!Khuxā coffee root	3.7.2.4.18.2
!Khuxā coffee root	3.7.2.4.19.2
!Khuxā coffee root powder	3.7.2.4.8.4
//Kȗnȋ, //Kȗnȋ, //Kȗnȋ	3.7.2.4.18.3
//Kȗnȋ, //Kȗnȋ, //Kȗnȋ	3.7.2.4.7.4
//Kȗnȋ, //Kȗnȋ, //Kȗnȋ	3.7.2.4.8.5
2.6.8 Kosovo	2.2.1.3.24.96
Kumamoto negi	6.7.6.3.9.1
Kumamoto negi greens	6.7.6.3.7.5
Kumamoto oysters	1.1.10.1.6.12
Kumamoto oysters	1.1.11.2.6.13
Kumamoto sake	6.7.6.3.20.3
kumanda arbolito	1.6.5.3.4.2
kumanda chei	1.6.5.3.4.4
kumanda guiraya	1.6.5.3.4.1
kumanda tupi	1.6.5.3.4.3
Kumanda yvyra'i	1.8.6.3.4.7
Kumano beef	6.7.4.4.18.11
Kumano beef	6.7.4.4.6.1
kumara	9.5.5.1.1.7
kumara	9.5.5.2.1.8
kumara, kumara, kūmara	9.2.1.1.1.1
kumara, kumara, kūmara	9.2.1.2.1.1
kumara, kumara, kūmara	9.2.1.3.1.1
kumara, kumara, kūmara	9.2.2.1.1.1
kumara, kumara, kūmara	9.2.2.2.1.1
kumara, kumara, kūmara	9.2.2.4.1.1
kumara, kumara, kūmara	9.2.3.1.1.3
kumara, kumara, kūmara	9.2.3.4.1.2
kumara, kumara, kūmara	9.5.6.1.1.1
kumara, kumara, kūmara	9.5.6.2.1.1
kumara, kumara, kūmara	9.5.6.3.1.6
kumara, kumara, kūmara	9.5.6.4.1.1
Kumatiya	5.3.4.1.18.3
Kumatiya	5.3.4.1.2.4
Kumatiya	5.3.4.2.18.12
Kumatiya	5.3.4.2.2.24
Kumatiya	5.3.4.3.18.6
Kumatiya	5.3.4.3.2.21
Kumbakonam betel leaf	5.6.2.2.7.5
Kumhar	5.5.3.1.2.6
Kumis	1.5.1.1.11.7
Kumis	1.5.1.1.14.3
Kumis	1.5.1.2.11.9
Kumis	1.5.1.2.14.1
Kumis	6.8.2.2.11.12
Kumis	6.8.2.2.12.3
Kumis	6.8.2.2.14.3
Kumis	6.8.2.2.16.7
Kumis	6.8.2.2.20.4
Kumis starter culture	6.8.2.2.22.2
kumiss	8.1.3.5.11.7
kumiss	8.1.3.5.14.5
kumiss	8.1.3.5.20.5
kumiss culture	8.1.3.5.22.3
kummel	2.4.1.3.18.2
kummel	2.4.1.3.19.2
kummel	2.4.1.3.20.24
Kumol saul	5.5.5.1.1.4
Kumol saul	5.5.5.1.18.2
Kumoso palm oil	3.6.5.3.18.1
kumpiak podlaski	2.8.1.5.14.5
Kumquat	6.5.1.2.19.1
Kumquat	6.5.1.2.3.1
kumquat	1.1.12.3.3.17
kumquat	2.7.2.3.3.1
kumquat	6.3.2.1.19.10
kumquat	6.3.3.2.19.7
kumquat	6.3.3.2.3.8
kumquat	6.6.3.1.3.5
kumquat	7.1.7.1.19.4
kumquat	7.1.7.1.3.7
kumquat	7.1.9.1.19.2
kumquat	7.1.9.1.3.3
kumquat	7.1.9.3.19.7
kumquat	7.1.9.3.3.6
kumquat brine	6.3.2.1.12.7
kumquat drink	6.7.6.4.20.9
Kumquat jam	6.5.1.2.13.5
kumquat jam	7.1.9.1.18.6
Kumquat juice	6.5.1.2.12.1
kumquat juice	1.1.5.5.12.3
kumquat juice	6.2.4.1.12.4
kumquat juice	6.3.3.2.12.5
kumquat juice	6.7.6.4.12.6
kumquat juice	6.7.6.4.16.9
kumquat juice	7.1.7.1.12.3
kumquat juice	7.1.9.1.12.1
kumquat juice	7.1.9.3.12.2
kumquat kanroni	6.7.6.4.14.13
kumquat liqueur	2.7.2.3.20.7
kumquat marmalade	2.7.2.3.13.8
Kumquat peel	6.5.1.2.17.8
kumquat peel	2.7.2.3.17.7
kumquat peel	2.7.2.3.19.9
kumquat preserves	2.7.2.3.14.10
Kumquat sauce	6.5.1.2.13.6
Kumquat sparkling honey wine	6.5.1.2.20.2
Kumquat syrup	6.5.1.2.19.3
Kumquat tea	6.5.1.2.20.1
kumquat tea	6.3.2.1.20.4
kumquat tea	7.1.7.1.20.6
kumquat tea	7.1.9.1.20.4
Kumquat walnut cake	6.5.1.2.18.8
kumquat wedges	7.1.7.1.17.5
kumquat wedges	7.1.9.1.17.8
kumquat wedges	7.1.9.3.17.6
Kumquat wine	6.5.1.2.20.3
Kumquats	1.1.3.6.18.8
Kumquats	1.1.3.6.3.11
Kumquats	1.1.5.1.3.9
Kumquats	1.1.5.2.3.17
Kumquats	1.1.5.3.18.3
Kumquats	1.1.5.3.3.12
Kumquats	1.1.5.4.18.2
Kumquats	1.1.5.4.3.11
kumquats	1.1.5.5.3.9
kumquats	3.7.1.1.3.18
kumquats	4.2.3.4.3.5
kumquats	4.3.4.1.18.7
kumquats	4.3.4.1.3.17
kumquats	6.7.6.4.19.2
kumquats	6.7.6.4.3.2
kumquats	6.7.6.5.3.11
Kumrauri	5.5.3.1.14.5
Kumrauri	5.5.3.1.18.8
Kumro	5.5.1.1.2.8
Kumro phool	5.5.1.1.18.3
kumru bread	4.1.2.1.1.16
kumru bread	4.1.2.1.18.14
Kumu musong	9.3.1.1.2.9
Kumu musong	9.3.1.3.2.20
kumys	8.1.1.1.20.3
kumys	8.1.1.2.11.9
kumys	8.1.1.2.12.4
kumys	8.1.1.2.14.5
kumys	8.1.1.2.20.3
kumys	8.1.1.3.11.5
kumys	8.1.1.3.12.2
kumys	8.1.1.3.14.2
kumys	8.1.1.3.16.8
kumys	8.1.1.3.20.4
kumys	8.1.1.4.11.6
kumys	8.1.1.4.12.3
kumys	8.1.1.4.14.1
kumys	8.1.1.4.16.5
kumys	8.1.1.4.19.6
kumys	8.1.1.4.20.1
kumys	8.1.2.3.11.5
kumys	8.1.2.3.12.1
kumys	8.1.2.3.14.1
kumys	8.1.2.3.16.5
kumys	8.1.2.3.20.4
kumys	8.2.3.1.12.1
kumys	8.2.3.1.20.1
kumys culture	8.1.2.3.22.3
kumys leaven	8.2.3.1.22.1
Kunar walnuts	5.1.1.5.18.2
Kunar walnuts	5.1.2.1.18.1
Kunda	5.5.2.4.1.17
Kunda	5.5.2.4.18.3
Kundru	5.5.3.2.2.19
Kundru	5.5.3.3.2.15
Kundru	5.5.3.4.2.9
Kundru	5.5.4.1.2.17
Kundru	5.5.4.3.2.9
Kunduru	5.5.2.3.2.12
Kunduz rice	5.1.1.3.18.1
Kungo dates	5.2.4.2.18.14
kunisaki OYSTER	6.7.6.5.18.28
kunisaki OYSTER	6.7.6.5.6.40
Kunming style pickled chive flower sauce	6.4.2.1.14.2
kunu	3.4.6.4.20.3
kunu	3.4.6.5.20.1
kunu	3.4.6.6.20.1
kunu aya	3.4.6.5.20.2
kunu aya	3.4.6.6.20.2
kunu gyada	3.4.6.5.20.3
kunu gyada	3.4.6.6.20.3
Kunzea	9.1.6.1.18.8
Kunzea	9.1.6.1.7.6
Kunzea	9.1.6.1.8.7
Kunzea	9.1.6.3.7.5
Kunzea oil	9.1.6.1.19.1
Kunzea oil	9.1.6.3.19.1
Kunzea sea salt	9.1.6.1.13.7
Kunzea sea salt	9.1.6.1.21.4
kupang	7.3.2.4.18.4
kupang	7.3.2.4.6.21
Kupang sweet orange	7.5.2.1.12.2
Kupang sweet orange	7.5.2.1.18.9
Kupang sweet orange	7.5.2.1.3.17
Kuprro dates	5.2.2.3.18.2
Kuprro dates	5.2.2.3.3.3
kupukupu fern	1.1.12.5.18.4
kupukupu fern	1.1.12.5.2.5
Kuqa small white apricot	6.4.4.1.18.11
Kuqa small white apricot	6.4.4.1.3.20
Kurakkan	5.8.1.2.18.8
Kurakkan	5.8.1.3.18.6
Kurakkan flour	5.8.1.1.1.10
Kurakkan flour	5.8.1.2.1.5
Kurakkan flour	5.8.1.3.1.6
Kurakkan flour	5.8.1.4.1.7
Kurakkan flour	5.8.1.5.1.8
kuramaz	4.6.1.3.20.4
kurau	7.2.4.3.6.7
kurau masin	7.2.1.4.14.3
kurban	2.8.2.3.18.14
Kurdai	5.4.2.2.14.3
Kurdish cheese	4.4.1.1.11.5
Kurdish cheese	4.4.1.2.11.3
Kurdish cheese	4.4.4.1.11.8
Kurdish manna	4.4.1.3.15.2
Kurdish rice	4.4.1.2.1.9
Kurdish rice	4.4.1.3.1.9
Kurdish rice	4.4.4.3.1.11
Kurdish tea	4.4.1.2.20.1
Kurdish tea	4.4.1.3.20.2
Kurdish tea	4.4.4.1.20.1
Kurdish tea	4.4.4.3.20.1
kuri-rin pumpkins	6.7.1.1.2.15
kuriatka	2.5.6.1.2.40
kuriatka	2.5.6.2.2.32
kuriatka	2.5.6.3.2.34
Kurma	1.4.6.2.18.11
kurma tea	8.1.2.3.18.3
kurma tea	8.1.2.3.20.3
kurmach	8.2.1.1.1.8
kurnu bread	5.1.3.2.1.15
kurnu dough	5.1.3.2.23.5
kuro na, kuro na, kuro na	6.7.6.3.2.9
Kuro Satsuma chicken	6.7.6.4.18.11
Kuro Satsuma chicken	6.7.6.4.6.5
kurodai	6.7.4.1.6.12
Kuroge Wagyu beef	6.7.7.1.6.3
Kurohira soybeans	6.7.2.1.4.8
kurokuchihama kombu	6.7.1.1.22.3
kurokuchihama kombu	6.7.1.1.8.2
kurokuchihama kombu sheets	6.7.1.1.23.2
kuroyuri bulbs	6.7.1.3.2.25
kurozu	6.7.6.4.12.1
kurozu	6.7.6.4.13.4
kurozu	6.7.6.4.16.4
kurozu	6.7.6.4.18.22
kurozu	6.7.6.4.19.1
kurozu drink	6.7.6.4.20.7
kurozukuri	6.7.5.1.14.5
kurozukuri	6.7.5.1.18.18
Kurrajong seed	9.1.2.1.5.6
Kurrajong seed	9.1.2.3.5.9
Kurrajong seed	9.1.5.3.5.9
Kurrajong yam	9.1.1.2.1.11
Kurram pecans	5.1.2.2.18.6
Kurram red beans	5.1.2.2.18.5
Kursk honey	2.8.7.4.15.2
Kursk honey	2.8.7.4.19.2
kurt	8.1.1.2.11.6
kurt	8.1.1.2.14.3
kurt	8.1.1.3.11.9
kurt	8.1.1.3.14.5
kurt	8.1.1.3.18.6
kurt	8.1.1.4.11.10
kurt	8.1.1.4.14.5
kurt	8.1.1.5.11.7
kurt	8.1.1.5.14.5
kurt	8.1.3.1.11.4
kurt	8.1.3.1.14.3
kurt	8.1.3.2.11.4
kurt	8.1.3.2.14.3
kurt	8.1.3.3.11.4
kurt	8.1.3.3.14.3
kurt	8.1.3.4.11.4
kurt	8.1.3.4.14.3
kurt crumbs	8.1.1.2.17.7
kurt crumbs	8.1.1.4.17.5
Kurthi	5.5.3.1.4.8
Kurtovka apples	2.8.5.3.3.1
kurtovka peppers	2.6.5.3.18.7
kurtovka peppers	2.6.5.3.2.5
Kurtovo Konare pink tomatoes	2.8.5.3.2.1
Kurtovska kapia peppers	2.8.5.3.2.3
Kurtovska kapija peppers	2.6.9.3.2.7
kuruma ebi	6.7.3.1.6.5
kuruma ebi	6.7.6.3.18.17
kuruma ebi	6.7.6.3.6.12
kuruma ebi	6.7.6.5.6.27
kuruma ebi	6.7.7.1.18.11
kuruma ebi	6.7.7.1.6.16
kuruma ebi	6.7.7.2.18.10
kuruma ebi	6.7.7.2.6.9
Kuruma prawn	3.2.1.5.6.8
kuruma prawns	6.7.5.3.6.8
kurunga	8.2.3.2.11.9
kurunga	8.2.3.2.12.2
kurunga	8.2.3.2.14.5
kurunga	8.2.3.2.20.5
kurunga	8.2.3.3.11.7
kurunga	8.2.3.3.12.2
kurunga	8.2.3.3.14.1
kurunga	8.2.3.3.20.4
kurunga starter	8.2.3.2.22.1
kurunga starter	8.2.3.3.22.3
kurut	8.1.2.1.11.7
kurut	8.1.2.1.14.5
kurut	8.1.2.1.18.3
kurut	8.1.2.2.11.7
kurut	8.1.2.2.13.2
kurut	8.1.2.2.14.5
kurut	8.1.2.3.11.8
kurut	8.1.2.3.12.4
kurut	8.1.2.3.14.4
kurut	8.1.2.4.11.6
kurut	8.1.2.4.14.4
kurut	8.1.4.1.11.6
kurut	8.1.4.1.14.4
kurut	8.1.4.2.11.5
kurut	8.1.4.2.14.4
kurut	8.1.4.3.11.6
kurut	8.1.4.3.14.4
kurut	8.2.2.2.11.8
kurut	8.2.2.2.14.1
kurut crumbs	8.1.2.1.17.8
kurut crumbs	8.1.2.2.17.7
kurut crumbs	8.1.2.4.17.7
kuruti	4.2.1.4.14.1
kuruti	4.2.1.4.18.2
kuruti Mastchoh	8.1.4.2.18.9
Kuruva rice	5.6.1.1.1.2
kusaya	6.7.3.1.14.7
kusaya	6.7.3.1.18.13
kusaya	6.7.3.1.8.10
kusaya-jiru	6.7.3.1.24.4
kuserbo	4.2.1.5.13.3
Kush-kush	3.2.2.2.11.10
Kush-kush	3.2.2.2.14.4
kushi-asari	6.7.5.3.14.12
kushi-asari	6.7.5.3.18.14
Kusia	5.5.5.1.6.14
kuskus	4.1.1.3.1.14
kusu awamori	6.7.7.1.14.2
kusu awamori	6.7.7.1.20.2
Kuta lahsun	5.5.4.1.17.5
Kuta lahsun	5.5.4.2.17.4
Kuta lahsun	5.5.4.3.17.5
kutak leaves	9.4.4.2.19.11
Kuthari matta rice	5.6.1.1.1.3
kutia	2.8.1.5.18.12
kutia	2.8.2.2.18.10
kutia	2.8.3.1.18.10
kutia	2.8.3.2.18.10
kutia	2.8.3.3.18.11
Kutki	5.3.5.3.1.10
Kutki	5.3.5.3.18.4
Kutki flour	5.4.5.2.22.3
Kutki millet	5.4.4.2.1.11
Kutki millet	5.4.4.2.18.5
Kutki millet	5.4.4.2.19.8
Kutki millet	5.4.4.3.1.15
Kutki millet	5.4.4.3.18.5
Kutki millet	5.4.4.4.1.2
Kutki millet	5.4.4.4.18.5
Kutki millet	5.4.5.1.1.16
Kutki millet	5.4.5.2.1.8
Kutki millet	5.4.5.3.1.14
Kutki millet	5.4.5.3.18.7
Kutki pej	5.4.4.4.20.3
kutkutu pennyroyal	4.6.1.1.19.3
Kutsay	7.4.1.3.17.4
Kutsay	7.4.1.3.7.3
Kuttanadan matta rice	5.6.1.2.1.4
Kuttanadan matta rice	5.6.1.3.1.1
Kutteln	2.5.2.1.6.16
kutum	4.2.3.1.6.8
kutum	4.2.3.4.6.2
kutum	4.6.1.2.6.5
kutum	8.1.1.3.6.15
kutum	8.1.5.2.6.6
kutum roe	4.6.1.2.18.3
kuwai	6.7.4.2.1.9
kuwai	6.7.4.2.2.14
kuwai	6.7.5.1.2.13
kuy teav rice noodles	7.1.6.1.1.7
kuy teav rice noodles	7.1.6.2.1.9
kuy teav rice noodles	7.1.6.3.1.7
kuy teav rice noodles	7.1.6.4.1.7
Kuymak of Trabzon, Kuymak of Trabzon, Trabzon Kuymağı	4.1.4.3.18.15
Kuytucak Pomegranate, Kuytucak Pomegranate, Kuytucak Narı	4.1.5.4.18.3
Kuytucak Pomegranate, Kuytucak Pomegranate, Kuytucak Narı	4.1.5.4.3.3
Kuzh vadagam	5.6.2.4.14.7
Kuzh vadagam	5.6.2.4.18.11
Kuzh vadagam	5.6.2.5.14.7
Kuzhi paniyaram batter	5.6.2.4.14.3
Kuzkinskaya cabbage	2.8.7.4.2.7
kuzu kolu	4.1.3.1.6.2
Kuzuryu maitake	6.7.5.1.18.8
Kuzuryu maitake	6.7.5.1.2.35
Kvarken whitefish	2.9.4.3.18.8
Kvass	2.9.7.1.14.14
Kvass	2.9.7.1.16.7
Kvass	2.9.7.1.20.3
Kvass	2.9.8.1.14.14
Kvass	2.9.8.1.20.1
Kvass	2.9.8.2.16.7
Kvass	2.9.8.2.20.4
kvass	2.8.2.2.20.3
kvass	2.8.6.4.12.8
kvass	2.8.6.4.14.11
kvass	2.8.6.4.16.6
kvass	2.8.6.4.20.8
kvass	8.1.1.1.20.5
kvass	8.1.1.2.16.9
kvass	8.1.1.2.20.8
kvass	8.1.1.3.16.9
kvass	8.1.1.3.20.6
kvass	8.1.2.1.16.9
kvass	8.1.2.1.20.8
KVINT divin	2.8.6.4.20.1
Kwacha corn beer	3.5.1.1.20.4
Kwanga	3.5.4.1.1.7
Kwanga	3.5.4.1.14.2
Kwanga	3.5.4.1.18.1
Kwanga	3.5.5.1.1.6
Kwanga	3.5.5.1.14.2
Kwanga	3.5.5.3.1.8
Kwanga	3.5.5.3.14.2
Kwanga	3.5.5.3.18.1
kwark	2.3.8.1.11.5
kwark	2.3.8.2.11.4
Kwete	3.6.3.4.20.3
Kwete starter	3.6.3.4.14.3
kwini mango	7.3.1.4.18.2
kyaukpwint seaweed	7.1.1.4.18.1
Kydonitsa grapes	2.7.2.2.3.15
Kyiv region wine	2.8.2.2.20.8
Kyle of Tongue oysters	2.1.2.2.18.6
Kymi dried figs	2.7.1.4.14.8
Kymi dried figs	2.7.1.4.3.7
kymyran	8.1.1.2.14.6
kymyran	8.1.1.2.20.5
kymyz	8.1.2.1.11.3
kymyz	8.1.2.1.14.1
kymyz	8.1.2.1.18.5
kymyz	8.1.2.1.20.4
kymyz	8.1.2.2.11.3
kymyz	8.1.2.2.12.1
kymyz	8.1.2.2.14.1
kymyz	8.1.2.2.16.6
kymyz	8.1.2.2.20.3
kymyz	8.1.2.4.11.3
kymyz	8.1.2.4.14.1
kymyz	8.1.2.4.16.7
kymyz	8.1.2.4.20.3
Kyo hatakena	6.7.4.2.2.20
Kyo jidori	6.7.4.2.6.3
Kyo kokabu	6.7.4.2.2.17
Kyo mibuna	6.7.4.2.2.12
Kyo mibuna	6.7.4.2.7.3
Kyo mizuna	6.7.4.2.17.3
Kyo mizuna	6.7.4.2.2.1
Kyo mizuna	6.7.4.2.7.2
Kyo myoga	6.7.4.2.19.7
Kyo myoga	6.7.4.2.2.24
Kyo myoga	6.7.4.2.7.6
Kyo myoga	6.7.4.2.9.3
Kyo natsuzukin	6.7.4.2.2.19
Kyo natsuzukin	6.7.4.2.4.6
Kyo no sake, Kyo no sake, Kyo no sake	6.7.4.2.20.6
Kyo seri	6.7.4.2.2.22
Kyo seri	6.7.4.2.7.5
Kyo takenoko	6.7.4.2.18.9
Kyo takenoko	6.7.4.2.2.7
Kyo tsukemono	6.7.4.2.14.7
Kyo udo	6.7.4.2.2.23
Kyo udo	6.7.4.2.9.2
Kyo udo leaves	6.7.4.2.7.8
Kyo Yamashina nasu	6.7.4.2.2.16
Kyo Yamashina nasu tsukemono	6.7.4.2.14.8
Kyo yuba	6.7.4.2.18.10
Kyo-fu	6.7.4.2.11.8
Kyo-fu	6.7.4.2.18.11
Kyo-fu	6.7.4.2.6.8
Kyo-tanba Daikoku hon-shimeji	6.7.4.2.18.17
Kyo-tango melons	6.7.4.2.18.16
Kyo-tango melons	6.7.4.2.3.2
Kyo-tango pears	6.7.4.2.18.15
Kyo-tango pears	6.7.4.2.3.1
Kyoho grapes	6.2.2.2.3.13
Kyoho grapes	6.2.4.2.3.7
Kyoho grapes	6.2.4.4.3.9
Kyoho grapes	6.7.2.1.3.16
Kyoho grapes	6.7.3.2.3.13
Kyoho grapes	6.7.4.1.3.2
Kyoho grapes	6.7.5.2.3.11
Kyoho grapes	6.7.5.3.3.8
Kyoho grapes	6.7.6.2.3.11
Kyoho grapes	6.7.6.3.3.8
kyopolou	2.8.5.1.18.12
kyopolou	2.8.5.4.18.14
Kyoto meat	6.7.4.2.6.1
Kyoto pork	6.7.4.2.6.2
Kyowa melon squash	6.7.1.1.20.18
Kyowa watermelon cider	6.7.1.1.20.17
kyozh	2.8.7.5.16.10
kyozh	2.8.7.5.20.6
kyufte	2.8.5.2.18.10
kyūriu, kyūriu, kyūriuo	6.7.1.3.6.11
Kyustendil cherries	2.8.5.1.3.1
Kyustendil cherry compote	2.8.5.1.14.12
Kyustendil cherry compote	2.8.5.1.16.9
Kyustendil cherry jam	2.8.5.1.13.8
Kyustendil cherry syrup	2.8.5.1.14.11
Kyustendil cherry syrup	2.8.5.1.15.3
